"block_address","disposition","dispositiontext","location","location_address","location_city","location_state","location_zip","mapx","mapy","nopd_item","policedistrict","priority","timearrive","timeclosed","timecreate","timedispatch","type_","typetext","zip"
"061XX N Claiborne Ave","NAT","Necessary Action Taken","POINT (-90.00874257 29.96433722)",,,,,"3700249","534947","A0054814","5","1H","2014-01-01T07:54:58.000","2014-01-01T08:17:32.000","2014-01-01T07:54:35.000","2014-01-01T07:54:35.000","21","COMPLAINT OTHER","70117"
"004XX N Carrollton Ave","NAT","Necessary Action Taken","POINT (-90.09782201 29.97676935)",,,,,"3671995","539153","A0054914","1","1H","2014-01-01T07:57:13.000","2014-01-01T08:15:33.000","2014-01-01T07:56:08.000","2014-01-01T07:56:08.000","21","COMPLAINT OTHER","70119"
"057XX Crowder Blvd","VOI","VOID","POINT (-89.99163835 30.02836742)",,,,,"3705392","558294","A0055014","7","2C",,"2014-01-01T07:59:53.000","2014-01-01T07:57:17.000","2014-01-01T07:59:15.000","62A","BURGLAR ALARM, SILENT","70127"
"Saint Claude Ave & Gordon St (5E03)","NAT","Necessary Action Taken","POINT (-90.01217793 29.9604212)",,,,,"3699177","533510","A0055114","5","1H","2014-01-01T07:59:10.000","2014-01-01T09:06:46.000","2014-01-01T07:58:57.000","2014-01-01T07:58:57.000","21","COMPLAINT OTHER","70117"
"026XX Saint Claude Ave","GOA","GONE ON ARRIVAL","POINT (-90.04939888 29.96861882)",,,,,"3687358","536357","A0055214","5","2A","2014-01-01T08:03:37.000","2014-01-01T08:12:10.000","2014-01-01T08:01:05.000","2014-01-01T08:02:47.000","103","DISTURBANCE (OTHER)","70117"
"Gen De Gaulle Dr (4J01) & Westbend Pkwy","GOA","GONE ON ARRIVAL","POINT (-90.02135833 29.92531974)",,,,,"3696417","520713","A0055314","4","1H",,"2014-01-01T08:57:36.000","2014-01-01T08:01:54.000","2014-01-01T08:50:30.000","21","COMPLAINT OTHER","70114"
"016XX Perdido St","RTF","REPORT TO FOLLOW","POINT (-90.08009339 29.95375144)",,,,,"3677699","530843","A0055414","8","1D","2014-01-01T10:47:43.000","2014-01-01T12:08:33.000","2014-01-01T08:02:47.000","2014-01-01T10:29:28.000","35","SIMPLE BATTERY","70112"
"002XX S Scott St","NAT","Necessary Action Taken","POINT (-90.09947394 29.97193896)",,,,,"3671491","537390","A0055514","1","1H","2014-01-01T08:09:58.000","2014-01-01T08:43:42.000","2014-01-01T08:09:58.000","2014-01-01T08:31:35.000","21","COMPLAINT OTHER","70119"
"060XX Craigie Rd","NAT","Necessary Action Taken","POINT (-90.02217128 30.02974522)",,,,,"3695725","558683","A0055614","7","1A","2014-01-01T08:31:07.000","2014-01-01T09:14:00.000","2014-01-01T08:16:56.000","2014-01-01T08:23:46.000","103","DISTURBANCE (OTHER)","70126"
"Tupelo St & N Johnson St (5I06)","NAT","Necessary Action Taken","POINT (-90.00697814 29.96862772)",,,,,"3700789","536514","A0055714","5","1H","2014-01-01T08:17:49.000","2014-01-01T08:47:56.000","2014-01-01T08:17:49.000",,"18","TRAFFIC INCIDENT","70117"
"Mirabeau Ave & Frenchmen St (3Q01)","NAT","Necessary Action Taken","POINT (-90.06130281 30.00801691)",,,,,"3683430","550642","A0055814","3","1H","2014-01-01T08:18:07.000","2014-01-01T08:58:34.000","2014-01-01T08:18:07.000","2014-01-01T08:20:02.000","18","TRAFFIC INCIDENT","70122"
"002XX Loyola Ave","UNF","UNFOUNDED","POINT (-90.07471857 29.95425701)",,,,,"3679399","531046","A0055914","8","1D",,"2014-01-01T13:10:42.000","2014-01-01T08:19:14.000","2014-01-01T12:07:28.000","56","SIMPLE CRIMINAL DAMAGE","70112"
"Cleveland Ave (8I02) & Elk Pl","NAT","Necessary Action Taken","POINT (0 0)",,,,,"37369000","3513814","A0056014","8","2B","2014-01-01T08:20:42.000","2014-01-01T08:28:04.000","2014-01-01T08:20:20.000","2014-01-01T08:20:20.000","24","MEDICAL","70112"
"007XX Howard Ave","NAT","Necessary Action Taken","POINT (-90.07298178 29.94354828)",,,,,"3679992","527158","A0056114","6","1H","2014-01-01T08:20:59.000","2014-01-01T09:39:38.000","2014-01-01T08:20:59.000",,"21","COMPLAINT OTHER","70130"
"007XX Canal St","RTF","REPORT TO FOLLOW","POINT (-90.06958596 29.95385694)",,,,,"3681026","530918","A0056214","8","0E","2014-01-01T09:19:28.000","2014-01-01T10:31:27.000","2014-01-01T08:23:16.000","2014-01-01T09:19:22.000","21P","LOST PROPERTY","70130"
"031XX Saint Claude Ave","NAT","Necessary Action Taken","POINT (-90.04315451 29.96755696)",,,,,"3689340","535993","A0056314","5","1H","2014-01-01T08:30:16.000","2014-01-01T08:42:56.000","2014-01-01T08:30:16.000",,"21","COMPLAINT OTHER","70117"
"072XX Bunker Hill Rd","NAT","Necessary Action Taken","POINT (-89.9915487 30.0365445)",,,,,"3705385","561267","A0056414","7","1A","2014-01-01T09:02:42.000","2014-01-01T09:26:20.000","2014-01-01T08:31:04.000","2014-01-01T08:38:15.000","103","DISTURBANCE (OTHER)","70127"
"056XX Read Blvd","NAT","Necessary Action Taken","POINT (-89.97487135 30.03022353)",,,,,"3710689","559031","A0056514","7","2C","2014-01-01T08:43:12.000","2014-01-01T08:46:21.000","2014-01-01T08:31:59.000","2014-01-01T08:34:43.000","62A","BURGLAR ALARM, SILENT","70127"
"015XX Franklin Ave","NAT","Necessary Action Taken","POINT (-90.04878805 29.97338135)",,,,,"3687532","538091","A0056614","5","1H","2014-01-01T08:34:19.000","2014-01-01T08:40:13.000","2014-01-01T08:34:19.000",,"21","COMPLAINT OTHER","70117"
"086XX Hickory St","NAT","Necessary Action Taken","POINT (-90.12946313 29.95513762)",,,,,"3662061","531180","A0056714","2","2A","2014-01-01T08:42:45.000","2014-01-01T09:12:15.000","2014-01-01T08:35:14.000","2014-01-01T08:36:37.000","103","DISTURBANCE (OTHER)","70118"
"007XX Howard Ave","NAT","Necessary Action Taken","POINT (-90.07345158 29.94356747)",,,,,"3679843","527163","A0056814","6","1A","2014-01-01T08:37:54.000","2014-01-01T09:06:28.000","2014-01-01T08:37:43.000","2014-01-01T08:37:43.000","103","DISTURBANCE (OTHER)","70130"
"086XX Stroelitz St","NAT","Necessary Action Taken","POINT (-90.11486506 29.96886591)",,,,,"3666630","536221","A0056914","2","1G","2014-01-01T09:22:51.000","2014-01-01T10:18:37.000","2014-01-01T08:38:06.000","2014-01-01T09:12:47.000","58","RETURN FOR ADDITIONAL INFO","70118"
"029XX Saint Claude Ave","NAT","Necessary Action Taken","POINT (-90.04712433 29.96825594)",,,,,"3688080","536233","A0057014","5","1H","2014-01-01T08:40:24.000","2014-01-01T08:44:31.000","2014-01-01T08:40:24.000",,"18","TRAFFIC INCIDENT","70117"
"S Claiborne Ave (1H01) & Cleveland Ave","NAT","Necessary Action Taken","POINT (-90.07880996 29.95827271)",,,,,"3678088","532492","A0057114","1","1H","2014-01-01T08:40:35.000","2014-01-01T09:36:22.000","2014-01-01T08:40:35.000",,"18","TRAFFIC INCIDENT","70112"
"016XX Monroe St","DUP","DUPLICATE","POINT (0 0)",,,,,"37369000","3513814","A0057214","2","2A",,"2014-01-01T08:45:00.000","2014-01-01T08:40:45.000",,"21J","MISSING JUVENILE","70118"
"US90B E & S S Claiborne Exit","NAT","Necessary Action Taken","POINT (-90.08447371 29.94939445)",,,,,"3676329","529244","A0057314","6","1H","2014-01-01T08:43:49.000","2014-01-01T09:05:27.000","2014-01-01T08:43:49.000",,"18","TRAFFIC INCIDENT","70113"
"Foxcroft Dr & Winchester Park Dr","NAT","Necessary Action Taken","POINT (-89.96018869 30.03730585)",,,,,"3715304","561662","A0057414","7","1H","2014-01-01T09:55:13.000","2014-01-01T10:19:45.000","2014-01-01T08:45:35.000","2014-01-01T09:55:06.000","21","COMPLAINT OTHER","70128"
"Louisa St & N Robertson St","NAT","Necessary Action Taken","POINT (-90.04123924 29.97127773)",,,,,"3689931","537353","A0057514","5","1H","2014-01-01T08:48:27.000","2014-01-01T09:18:50.000","2014-01-01T08:48:27.000",,"21","COMPLAINT OTHER","70117"
"014XX Elysian Fields Ave","RTF","REPORT TO FOLLOW","POINT (-90.05665959 29.97230443)",,,,,"3685045","537672","A0057614","5","1H","2014-01-01T09:02:46.000","2014-01-01T09:55:15.000","2014-01-01T08:50:46.000","2014-01-01T09:02:43.000","21","COMPLAINT OTHER","70117"
"039XX Martin Luther King Jr Blvd","RTF","REPORT TO FOLLOW","POINT (-90.09711931 29.95098937)",,,,,"3672319","529780","A0057714","6","1A","2014-01-01T09:56:54.000","2014-01-01T13:21:45.000","2014-01-01T08:51:05.000","2014-01-01T09:09:17.000","34S","AGGRAVATED BATTERY BY SHOOTING","70125"
"St Claude Ave & Mandeville St (5B02)","NAT","Necessary Action Taken","POINT (-90.0544125 29.96889651)",,,,,"3685770","536441","A0057814","5","1H","2014-01-01T08:53:25.000","2014-01-01T09:00:41.000","2014-01-01T08:53:25.000",,"18","TRAFFIC INCIDENT","70117"
"Dominican St & Pine St","NAT","Necessary Action Taken","POINT (-90.12874722 29.93630604)",,,,,"3662359","524334","A0057914","2","1H","2014-01-01T08:54:49.000","2014-01-01T09:50:24.000","2014-01-01T08:54:43.000","2014-01-01T08:54:43.000","21","COMPLAINT OTHER","70118"
"138XX Old Gentilly Rd","NAT","Necessary Action Taken","POINT (-89.92188817 30.02348206)",,,,,"3727484","556782","A0058014","7","2C","2014-01-01T09:41:35.000","2014-01-01T09:46:41.000","2014-01-01T08:55:52.000","2014-01-01T09:26:40.000","62A","BURGLAR ALARM, SILENT","70129"
"Mirabeau Ave & Frenchmen St (3Q01)","RTF","REPORT TO FOLLOW","POINT (-90.06130281 30.00801691)",,,,,"3683430","550642","A0058114","3","1G",,"2014-01-01T08:59:09.000","2014-01-01T08:58:15.000","2014-01-01T08:58:15.000","17F","FUGITIVE ATTACHMENT","70122"
"080XX Saint Charles Ave","VOI","VOID","POINT (-90.13346201 29.94277879)",,,,,"3660841","526672","C2856714","2","1E",,"2014-03-22T13:07:01.000","2014-03-22T12:34:33.000",,"100","HIT & RUN","70118"
"Mirabeau Ave & Frenchmen St (3Q01)","RTF","REPORT TO FOLLOW","POINT (-90.06130281 30.00801691)",,,,,"3683430","550642","A0058214","3","1G",,"2014-01-01T08:59:11.000","2014-01-01T08:58:20.000","2014-01-01T08:58:20.000","17F","FUGITIVE ATTACHMENT","70122"
"Mirabeau Ave & Frenchmen St (3Q01)","RTF","REPORT TO FOLLOW","POINT (-90.06130281 30.00801691)",,,,,"3683430","550642","A0058314","3","1G",,"2014-01-01T08:59:13.000","2014-01-01T08:58:25.000","2014-01-01T08:58:25.000","17F","FUGITIVE ATTACHMENT","70122"
"Mirabeau Ave & Frenchmen St (3Q01)","RTF","REPORT TO FOLLOW","POINT (-90.06130281 30.00801691)",,,,,"3683430","550642","A0058414","3","1G",,"2014-01-01T09:45:25.000","2014-01-01T08:58:29.000","2014-01-01T08:58:29.000","17F","FUGITIVE ATTACHMENT","70122"
"Second St & Chippewa St","RTF","REPORT TO FOLLOW","POINT (-90.07751362 29.92420792)",,,,,"3678634","520109","A0058514","6","1A","2014-01-01T09:25:44.000","2014-01-01T10:35:32.000","2014-01-01T08:58:41.000","2014-01-01T09:01:13.000","64G","ARMED ROBBERY WITH GUN","70130"
"051XX Bundy Rd","RTF","REPORT TO FOLLOW","POINT (-89.97999844 30.02554328)",,,,,"3709087","557310","A0058614","7","1H","2014-01-01T10:59:43.000","2014-01-01T11:10:22.000","2014-01-01T08:58:49.000","2014-01-01T10:35:10.000","21","COMPLAINT OTHER","70127"
"078XX Shamrock Dr","RTF","REPORT TO FOLLOW","POINT (-89.9492657 30.06788317)",,,,,"3718626","572822","A0058714","7","2B","2014-01-01T09:33:48.000","2014-01-01T11:01:58.000","2014-01-01T09:01:09.000","2014-01-01T09:25:58.000","35D","SIMPLE BATTERY DOMESTIC","70128"
"021XX Cobblestone Ln","GOA","GONE ON ARRIVAL","POINT (-90.01906546 29.93183147)",,,,,"3697116","523089","A0058814","4","2A","2014-01-01T09:09:40.000","2014-01-01T09:31:47.000","2014-01-01T09:01:47.000","2014-01-01T09:09:06.000","107","SUSPICIOUS PERSON","70114"
"Decatur St & Iberville St","NAT","Necessary Action Taken","POINT (-90.06636912 29.95282347)",,,,,"3682049","530554","A0058914","8","2A","2014-01-01T09:10:21.000","2014-01-01T09:22:16.000","2014-01-01T09:04:20.000","2014-01-01T09:07:18.000","107","SUSPICIOUS PERSON","70130"
"Mandeville St & N Derbigny St","NAT","Necessary Action Taken","POINT (-90.0548709 29.97477163)",,,,,"3685601","538575","A0059014","5","1H","2014-01-01T09:06:00.000","2014-01-01T10:08:42.000","2014-01-01T09:06:00.000",,"18","TRAFFIC INCIDENT","70117"
"001XX Harbor Cir","NAT","Necessary Action Taken","POINT (-90.02875155 30.02828709)",,,,,"3693649","558129","A0059114","3","2C","2014-01-01T09:11:51.000","2014-01-01T09:15:45.000","2014-01-01T09:06:24.000","2014-01-01T09:07:22.000","62A","BURGLAR ALARM, SILENT","70126"
"138XX Old Gentilly Rd","DUP","DUPLICATE","POINT (-89.92188817 30.02348206)",,,,,"3727484","556782","A0059214","7","2B",,"2014-01-01T09:08:16.000","2014-01-01T09:07:05.000",,"62L","BURGLAR ALARM, LOCAL","70129"
"010XX Frenchmen St","NAT","Necessary Action Taken","POINT (-90.05828044 29.96799068)",,,,,"3684549","536098","A0059314","8","2A","2014-01-01T09:19:25.000","2014-01-01T09:26:44.000","2014-01-01T09:07:51.000","2014-01-01T09:15:20.000","107","SUSPICIOUS PERSON","70116"
"US90B W & S S Claiborne Exit","RTF","REPORT TO FOLLOW","POINT (-90.09037066 29.9549331)",,,,,"3674440","531238","A0059414","6","2A","2014-01-01T09:18:17.000","2014-01-01T10:14:00.000","2014-01-01T09:07:59.000","2014-01-01T09:08:42.000","20","AUTO ACCIDENT","70113"
"N Carrollton Ave (1M02) & Conti St","NAT","Necessary Action Taken","POINT (-90.09802311 29.9768175)",,,,,"3671931","539169","A0059514","1","1H",,"2014-01-01T09:41:40.000","2014-01-01T09:11:10.000","2014-01-01T09:11:10.000","21","COMPLAINT OTHER","70119"
"Pontchartrain Expy E Onramp & Claiborne Onramp","DUP","DUPLICATE","POINT (-90.0863839 29.95268961)",,,,,"3675712","530436","A0059614","1","2A",,"2014-01-01T09:15:08.000","2014-01-01T09:13:28.000",,"20","AUTO ACCIDENT","70113"
"I-610 E & Elysian Fields Ave (3Y01)","GOA","GONE ON ARRIVAL","POINT (-90.05845301 29.99126308)",,,,,"3684400","544560","A0059714","3","2A","2014-01-01T09:19:13.000","2014-01-01T09:21:05.000","2014-01-01T09:14:46.000","2014-01-01T09:15:22.000","21","COMPLAINT OTHER","70122"
"Patterson Dr & Le Boeuf St","UNF","UNFOUNDED","POINT (-90.04155655 29.95421242)",,,,,"3689900","531147","A0059814","4","2B","2014-01-01T09:24:49.000","2014-01-01T09:29:38.000","2014-01-01T09:16:48.000","2014-01-01T09:17:50.000","94","DISCHARGING FIREARM","70114"
"Toulouse St & Bourbon St","RTF","REPORT TO FOLLOW","POINT (-90.06636321 29.95783996)",,,,,"3682031","532378","A0059914","8","1H","2014-01-01T09:17:37.000","2014-01-01T09:21:13.000","2014-01-01T09:17:37.000",,"21","COMPLAINT OTHER","70112"
"Lyons St & Camp St","RTF","REPORT TO FOLLOW","POINT (-90.10732623 29.92135445)",,,,,"3669202","518969","A0060014","2","1E","2014-01-01T09:58:46.000","2014-01-01T11:30:37.000","2014-01-01T09:20:23.000","2014-01-01T09:33:01.000","100","HIT & RUN","70115"
"006XX N Rampart St","RTF","REPORT TO FOLLOW","POINT (-90.06912902 29.95983311)",,,,,"3681147","533093","A0060114","1","1H","2014-01-01T09:21:23.000","2014-01-01T10:40:31.000","2014-01-01T09:21:23.000",,"21","COMPLAINT OTHER","70112"
"006XX N Rampart St","NAT","Necessary Action Taken","POINT (-90.06907651 29.96024903)",,,,,"3681162","533244","A0060214","1","1A",,"2014-01-01T09:49:24.000","2014-01-01T09:21:44.000","2014-01-01T09:29:50.000","103","DISTURBANCE (OTHER)","70112"
"005XX Canal St","RTF","REPORT TO FOLLOW","POINT (-90.06790895 29.95189311)",,,,,"3681565","530210","A0060314","8","2B","2014-01-01T09:24:57.000","2014-01-01T10:47:27.000","2014-01-01T09:21:46.000","2014-01-01T09:22:35.000","103D","DOMESTIC DISTURBANCE","70130"
"024XX Martin Luther King Jr Blvd","NAT","Necessary Action Taken","POINT (-90.0837993 29.94350346)",,,,,"3676566","527104","A0060414","6","1E","2014-01-01T09:27:39.000","2014-01-01T09:48:56.000","2014-01-01T09:23:03.000","2014-01-01T09:23:50.000","21N","NOISE COMPLAINT","70113"
"079XX Saint Charles Ave","RTF","REPORT TO FOLLOW","POINT (-90.13253133 29.94201094)",,,,,"3661139","526396","A0060514","2","1B","2014-01-01T10:45:44.000","2014-01-01T11:50:26.000","2014-01-01T09:25:15.000","2014-01-01T10:36:45.000","67A","AUTO THEFT","70118"
"048XX Gabriel Dr","NAT","Necessary Action Taken","POINT (-89.9805998 30.02219414)",,,,,"3708911","556090","A0060614","7","2C","2014-01-01T09:39:02.000","2014-01-01T09:42:24.000","2014-01-01T09:27:32.000","2014-01-01T09:28:22.000","62A","BURGLAR ALARM, SILENT","70127"
"071XX Dorian St","RTF","REPORT TO FOLLOW","POINT (-90.02108721 30.02444307)",,,,,"3696090","556759","A0060714","7","1D",,"2014-01-01T10:36:05.000","2014-01-01T09:27:39.000","2014-01-01T10:36:02.000","56","SIMPLE CRIMINAL DAMAGE","70126"
"016XX Clara St","NAT","Necessary Action Taken","POINT (-90.08694787 29.94504294)",,,,,"3675563","527653","A0060814","6","2A","2014-01-01T09:28:34.000","2014-01-01T09:40:56.000","2014-01-01T09:28:34.000",,"107","SUSPICIOUS PERSON","70113"
"007XX Jackson Ave","UNF","UNFOUNDED","POINT (-90.07409518 29.92674562)",,,,,"3679707","521044","A0060914","6","2A","2014-01-01T09:45:53.000","2014-01-01T09:51:03.000","2014-01-01T09:30:36.000","2014-01-01T09:39:53.000","21","COMPLAINT OTHER","70130"
"047XX Corinne St","NAT","Necessary Action Taken","POINT (-89.96100784 30.02433001)",,,,,"3715101","556940","A0061014","7","2C","2014-01-01T09:47:44.000","2014-01-01T09:54:25.000","2014-01-01T09:31:27.000","2014-01-01T09:39:49.000","62A","BURGLAR ALARM, SILENT","70127"
"Tupelo St & Saint Claude Ave","NAT","Necessary Action Taken","POINT (-90.01111934 29.96003684)",,,,,"3699514","533374","A0061114","5","1H","2014-01-01T09:32:09.000","2014-01-01T10:09:06.000","2014-01-01T09:32:09.000",,"21","COMPLAINT OTHER","70117"
"009XX Topaz St","NAT","Necessary Action Taken","POINT (-90.09960217 30.02638413)",,,,,"3671237","557188","A0061214","3","2C","2014-01-01T09:47:26.000","2014-01-01T09:50:18.000","2014-01-01T09:32:19.000","2014-01-01T09:32:51.000","62A","BURGLAR ALARM, SILENT","70124"
"014XX N Claiborne Ave","VOI","VOID","POINT (-90.06865977 29.96989253)",,,,,"3681255","536753","A0061314","1","2C",,"2014-01-01T09:54:30.000","2014-01-01T09:32:40.000","2014-01-01T09:35:27.000","62A","BURGLAR ALARM, SILENT","70116"
"001XX S Cortez St","NAT","Necessary Action Taken","POINT (-90.09827847 29.97199659)",,,,,"3671869","537415","A0061414","1","1H","2014-01-01T09:33:46.000","2014-01-01T09:36:06.000","2014-01-01T09:33:39.000","2014-01-01T09:33:39.000","21","COMPLAINT OTHER","70119"
"077XX S Claiborne Ave","NAT","Necessary Action Taken","POINT (-90.11743355 29.95315132)",,,,,"3665877","530498","A0061514","2","1H","2014-01-01T09:35:37.000","2014-01-01T09:47:11.000","2014-01-01T09:35:37.000",,"18","TRAFFIC INCIDENT","70118"
"XX French Market Pl","NAT","Necessary Action Taken","POINT (-90.05868976 29.9606366)",,,,,"3684449","533422","A0061614","8","2A","2014-01-01T09:36:04.000","2014-01-01T09:56:59.000","2014-01-01T09:36:04.000",,"107","SUSPICIOUS PERSON","70116"
"Peoples Ave (3T02) & US90 Gentilly","NAT","Necessary Action Taken","POINT (-90.04586781 30.00272585)",,,,,"3688337","548772","A0061714","3","1H","2014-01-01T09:39:01.000","2014-01-01T09:54:35.000","2014-01-01T09:37:52.000","2014-01-01T09:37:52.000","18","TRAFFIC INCIDENT","70122"
"007XX S Cortez St","NAT","Necessary Action Taken","POINT (-90.10260885 29.96673981)",,,,,"3670519","535489","A0061814","1","1H","2014-01-01T09:38:57.000","2014-01-01T09:43:25.000","2014-01-01T09:38:11.000","2014-01-01T09:38:11.000","21","COMPLAINT OTHER","70119"
"001XX S Lopez St","NAT","Necessary Action Taken","POINT (-90.09223657 29.96803051)",,,,,"3673798","535994","A0061914","1","2A","2014-01-01T09:53:57.000","2014-01-01T10:49:24.000","2014-01-01T09:38:38.000","2014-01-01T09:45:47.000","103","DISTURBANCE (OTHER)","70119"
"042XX Michoud Blvd","NAT","Necessary Action Taken","POINT (-89.92592317 30.02402059)",,,,,"3726205","556962","A0062014","7","2D",,"2014-01-01T09:43:23.000","2014-01-01T09:41:03.000","2014-01-01T09:43:03.000","911","SILENT 911 CALL","70129"
"Valence St & Magazine St","NAT","Necessary Action Taken","POINT (-90.10495532 29.92053625)",,,,,"3669956","518680","A0062214","2","2C","2014-01-01T09:54:39.000","2014-01-01T10:37:50.000","2014-01-01T09:44:17.000","2014-01-01T09:47:14.000","21","COMPLAINT OTHER","70115"
"040XX Tulane Ave","NAT","Necessary Action Taken","POINT (-90.10519286 29.9687042)",,,,,"3669693","536195","A0062314","1","1A","2014-01-01T10:01:01.000","2014-01-01T10:30:30.000","2014-01-01T09:46:33.000","2014-01-01T10:00:42.000","103","DISTURBANCE (OTHER)","70119"
"007XX Decatur St","UNF","UNFOUNDED","POINT (-90.06294903 29.95746772)",,,,,"3683113","532255","A0062414","8","0E","2014-01-01T10:31:39.000","2014-01-01T10:48:13.000","2014-01-01T09:47:46.000","2014-01-01T10:31:32.000","21P","LOST PROPERTY","70116"
"Verbena St & Clematis St","NAT","Necessary Action Taken","POINT (-90.0550048 29.99976867)",,,,,"3685457","547665","A0062514","3","1H","2014-01-01T09:49:17.000","2014-01-01T09:54:20.000","2014-01-01T09:49:05.000","2014-01-01T09:49:05.000","18","TRAFFIC INCIDENT","70122"
"Hampson St & Burdette St","NAT","Necessary Action Taken","POINT (-90.13099408 29.9418307)",,,,,"3661627","526336","A0062614","2","1H","2014-01-01T09:50:31.000","2014-01-01T09:51:24.000","2014-01-01T09:50:31.000",,"18","TRAFFIC INCIDENT","70118"
"Crystal St & Gen Haig St","NAT","Necessary Action Taken","POINT (-90.10031798 30.02462497)",,,,,"3671018","556546","A0062714","3","1H","2014-01-01T09:51:00.000","2014-01-01T09:58:54.000","2014-01-01T09:50:53.000","2014-01-01T09:50:53.000","18","TRAFFIC INCIDENT","70124"
"042XX S Tonti St","NAT","Necessary Action Taken","POINT (-90.10244781 29.94685213)",,,,,"3670647","528258","A0062814","2","2C","2014-01-01T10:23:19.000","2014-01-01T10:26:48.000","2014-01-01T09:52:11.000","2014-01-01T10:10:54.000","62A","BURGLAR ALARM, SILENT","70125"
"US90B W Onramp & Earhart Blvd","RTF","REPORT TO FOLLOW","POINT (-90.0828836 29.94750236)",,,,,"3676841","528561","A0062914","6","2A","2014-01-01T10:13:17.000","2014-01-01T11:55:27.000","2014-01-01T09:53:22.000","2014-01-01T09:54:30.000","20","AUTO ACCIDENT","70113"
"N Villere St & Delery St (5E03)","RTF","REPORT TO FOLLOW","POINT (-90.0066729 29.96201114)",,,,,"3700914","534109","A0063014","5","1E","2014-01-01T10:07:06.000","2014-01-01T10:44:56.000","2014-01-01T09:53:46.000","2014-01-01T09:57:37.000","100","HIT & RUN","70117"
"Moss St & Wilson Dr","NAT","Necessary Action Taken","POINT (-90.08967583 29.98113473)",,,,,"3674557","540768","A0063114","1","1H","2014-01-01T09:54:41.000","2014-01-01T10:18:14.000","2014-01-01T09:54:10.000","2014-01-01T09:54:10.000","21","COMPLAINT OTHER","70119"
"023XX Annunciation St","NAT","Necessary Action Taken","POINT (-90.07564475 29.92658092)",,,,,"3679216","520979","A0063214","6","1H","2014-01-01T09:54:11.000","2014-01-01T10:08:59.000","2014-01-01T09:54:11.000",,"21","COMPLAINT OTHER","70130"
"077XX Saint Charles Ave","NAT","Necessary Action Taken","POINT (-90.13163157 29.94081581)",,,,,"3661429","525965","A0063314","2","2C","2014-01-01T10:08:18.000","2014-01-01T10:10:50.000","2014-01-01T09:55:24.000","2014-01-01T09:55:58.000","62A","BURGLAR ALARM, SILENT","70118"
"007XX Decatur St","RTF","REPORT TO FOLLOW","POINT (-90.06266263 29.95668334)",,,,,"3683207","531970","A0063414","8","0E","2014-01-01T10:48:50.000","2014-01-01T13:00:58.000","2014-01-01T09:55:55.000","2014-01-01T10:48:22.000","21P","LOST PROPERTY","70116"
"037XX S Carrollton Ave","RTF","REPORT TO FOLLOW","POINT (-90.11084401 29.96592401)",,,,,"3667915","535165","A0063514","2","1C","2014-01-01T10:18:17.000","2014-01-01T12:59:45.000","2014-01-01T09:57:00.000","2014-01-01T10:20:58.000","67S","SHOPLIFTING","70118"
"Gentilly Blvd (3T01) & St Roch Ave","NAT","Necessary Action Taken","POINT (-90.05489949 30.00256144)",,,,,"3685479","548681","A0063614","3","1H","2014-01-01T09:58:02.000","2014-01-01T10:01:16.000","2014-01-01T09:58:02.000",,"18","TRAFFIC INCIDENT","70122"
"001XX Bourbon St","VOI","VOID","POINT (-90.0694661 29.95422179)",,,,,"3681063","531051","A0063714","8","1A",,"2014-01-01T10:04:25.000","2014-01-01T09:59:44.000",,"103","DISTURBANCE (OTHER)","70130"
"002XX Carondelet St","NAT","Necessary Action Taken","POINT (-90.07083125 29.9526441)",,,,,"3680637","530473","A0063814","8","1A","2014-01-01T10:07:57.000","2014-01-01T11:16:21.000","2014-01-01T10:00:49.000","2014-01-01T10:02:03.000","103","DISTURBANCE (OTHER)","70130"
"Gentilly Blvd & Elysian Fields Ave (3Q04)","NAT","Necessary Action Taken","POINT (-90.059429 29.99959384)",,,,,"3684058","547586","A0063914","3","1H","2014-01-01T10:01:33.000","2014-01-01T10:06:14.000","2014-01-01T10:01:33.000",,"18","TRAFFIC INCIDENT","70122"
"076XX Chef Menteur Hwy","NAT","Necessary Action Taken","POINT (-89.99727874 30.01243584)",,,,,"3703674","552479","A0064014","7","1A","2014-01-01T10:28:46.000","2014-01-01T10:36:28.000","2014-01-01T10:03:42.000","2014-01-01T10:28:00.000","103","DISTURBANCE (OTHER)","70126"
"026XX Canal St","NAT","Necessary Action Taken","POINT (-90.08688871 29.9656697)",,,,,"3675500","535154","A0064114","1","1H","2014-01-01T10:05:18.000","2014-01-01T10:32:28.000","2014-01-01T10:05:14.000","2014-01-01T10:05:14.000","21","COMPLAINT OTHER","70119"
"071XX Chef Menteur Hwy","UNF","UNFOUNDED","POINT (-90.00523099 30.01142848)",,,,,"3701162","552084","A0064214","7","2A","2014-01-01T10:12:43.000","2014-01-01T10:14:14.000","2014-01-01T10:06:28.000","2014-01-01T10:07:10.000","21","COMPLAINT OTHER","70126"
"007XX Decatur St","NAT","Necessary Action Taken","POINT (-90.06294903 29.95746772)",,,,,"3683113","532255","A0064314","8","1H","2014-01-01T13:57:24.000","2014-01-01T14:01:25.000","2014-01-01T10:08:22.000","2014-01-01T13:57:19.000","21","COMPLAINT OTHER","70116"
