"block_address","disposition","dispositiontext","location","location_address","location_city","location_state","location_zip","mapx","mapy","nopd_item","policedistrict","priority","timearrive","timeclosed","timecreate","timedispatch","type","typetext","zip"
"S Claiborne Ave & Jackson Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.0899318081662 29.944970856122364)",,,,,"3674619.00000000","527617.00000000","A0056411","6","1H","2011-01-01T05:13:43.000","2011-01-01T05:23:47.000","2011-01-01T05:13:35.000","2011-01-01T05:13:38.000","21","COMPLAINT OTHER","70125"
"020XX S Claiborne Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.08907869520287 29.9460270389408)",,,,,"3674885.00000000","528004.00000000","A0056611","6","1H","2011-01-01T05:17:34.000","2011-01-01T06:03:59.000","2011-01-01T05:17:34.000","2011-01-01T05:17:34.000","21","COMPLAINT OTHER","70125"
"006XX St Louis St","UNF","UNFOUNDED","POINT (-90.06542060102818 29.95600367699879)",,,,,"3682337.00000000","531714.00000000","A0056811","8","1D","2011-01-01T07:20:39.000","2011-01-01T07:22:41.000","2011-01-01T05:19:39.000","2011-01-01T07:12:07.000","35","SIMPLE BATTERY","70130"
"Bourbon St & Canal St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06989411880384 29.95387145933587)",,,,,"3680929.00000000","530923.00000000","A0056711","8","1C",,"2011-01-01T05:41:16.000","2011-01-01T05:21:58.000","2011-01-01T05:22:00.000","103","DISTURBANCE (OTHER)","70112"
"006XX S Peters St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06582554784276 29.94724608388897)",,,,,"3682244.00000000","528528.00000000","A0056911","8","2B","2011-01-01T05:39:29.000","2011-01-01T05:49:04.000","2011-01-01T05:26:33.000","2011-01-01T05:33:10.000","103F","FIGHT","70130"
"Dumaine St & Royal St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06328670369305 29.959651593676906)",,,,,"3682998.00000000","533048.00000000","A0057111","8","1A","2011-01-01T08:17:05.000","2011-01-01T08:54:18.000","2011-01-01T05:27:42.000","2011-01-01T08:07:03.000","21","COMPLAINT OTHER","70116"
"015XX Mystery St","UNF","UNFOUNDED","POINT (-90.08472426996289 29.9811003934163)",,,,,"3676125.00000000","540773.00000000","A0057211","1","1B","2011-01-01T07:25:06.000","2011-01-01T07:27:10.000","2011-01-01T05:28:04.000","2011-01-01T07:14:44.000","103D","DOMESTIC DISTURBANCE","70119"
"051XX St Claude Ave","UNF","UNFOUNDED","POINT (-90.02136788399982 29.96233409410139)",,,,,"3696260.00000000","534173.00000000","A0057311","5","1C","2011-01-01T07:49:21.000","2011-01-01T08:24:25.000","2011-01-01T05:29:36.000","2011-01-01T07:15:26.000","103","DISTURBANCE (OTHER)","70117"
"N Villere & Pauger","NAT","NECESSARY ACTION TAKEN","POINT (-0.0000022929847665 0.0000009235500543)",,,,,"37369000","3513814","A0057011","0","1H","2011-01-01T05:29:38.000","2011-01-01T06:05:47.000","2011-01-01T05:29:37.000","2011-01-01T05:29:38.000","21","COMPLAINT OTHER",
"004XX Bourbon St","GOA","GONE ON ARRIVAL","POINT (-90.06771459470332 29.95640251052432)",,,,,"3681609.00000000","531851.00000000","A0057411","8","1C","2011-01-01T05:33:42.000","2011-01-01T05:35:47.000","2011-01-01T05:30:13.000","2011-01-01T05:33:36.000","103","DISTURBANCE (OTHER)","70112"
"046XX Michoud Blvd","NAT","NECESSARY ACTION TAKEN","POINT (-89.92792135734786 30.03114274711138)",,,,,"3725541.00000000","559545.00000000","A0057511","7","1A","2011-01-01T05:45:23.000","2011-01-01T06:19:31.000","2011-01-01T05:31:24.000","2011-01-01T05:37:15.000","21","COMPLAINT OTHER","70129"
"024XX Elysian Fields Ave","NAT","NECESSARY ACTION TAKEN","POINT (-0.0000022929847665 0.0000009235500543)",,,,,"37369000","3513814","A0057611","0","1B","2011-01-01T05:38:56.000","2011-01-01T06:03:38.000","2011-01-01T05:33:23.000","2011-01-01T05:33:25.000","103M","MENTAL PATIENT","70117"
"Irby St & Read Blvd","NAT","NECESSARY ACTION TAKEN","POINT (-89.98296655840288 30.047509121201216)",,,,,"3708054.00000000","565287.00000000","A0057711","7","2B","2011-01-01T05:35:56.000","2011-01-01T05:45:55.000","2011-01-01T05:35:25.000","2011-01-01T05:35:29.000","107","SUSPICIOUS PERSON","70127"
"003XX Dauphine St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06937574844737 29.956151727704338)",,,,,"3681084.00000000","531754.00000000","A0057811","8","1H","2011-01-01T06:03:08.000","2011-01-01T06:15:33.000","2011-01-01T05:37:45.000","2011-01-01T05:49:12.000","21","COMPLAINT OTHER","70112"
"013XX St Charles Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.07469632288434 29.94043699362839)",,,,,"3679462.00000000","526021.00000000","A0057911","6","1H","2011-01-01T05:48:46.000","2011-01-01T06:06:24.000","2011-01-01T05:38:24.000","2011-01-01T05:42:03.000","21","COMPLAINT OTHER","70130"
"017XX Tchoupitoulas St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06701776488082 29.928197292312433)",,,,,"3681943.00000000","521597.00000000","A0058011","6","1H","2011-01-01T05:43:55.000","2011-01-01T05:59:51.000","2011-01-01T05:43:55.000","2011-01-01T05:43:55.000","21","COMPLAINT OTHER","70130"
"057XX Norland Ave","NAT","NECESSARY ACTION TAKEN","POINT (-89.995003148574 29.924632570703267)",,,,,"3704768.00000000","520560.00000000","A0058211","4","2C","2011-01-01T05:52:23.000","2011-01-01T06:00:53.000","2011-01-01T05:44:09.000","2011-01-01T05:46:15.000","62A","BURGLAR ALARM, SILEN","70131"
"006XX N Rampart St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06900306789139 29.95964339105035)",,,,,"3681188.00000000","533025.00000000","A0058111","8","1H","2011-01-01T05:45:23.000","2011-01-01T06:36:37.000","2011-01-01T05:45:10.000","2011-01-01T05:45:19.000","18","TRAFFIC  INCIDENT","70112"
"030XX Rue Parc Fontaine","UNF","UNFOUNDED","POINT (-90.00977832746845 29.923910306881695)",,,,,"3700091.00000000","520243.00000000","A0058311","4","2B","2011-01-01T05:53:42.000","2011-01-01T06:15:27.000","2011-01-01T05:45:22.000","2011-01-01T05:48:29.000","34D","AGGRAVATED BATTERY D","70131"
"Gov Nicholls St & St Claude Ave","UNF","UNFOUNDED","POINT (-90.06581762058872 29.965272234468813)",,,,,"3682174.00000000","535083.00000000","A0058411","1","1B","2011-01-01T07:18:34.000","2011-01-01T07:23:02.000","2011-01-01T05:48:06.000","2011-01-01T07:11:43.000","67A","AUTO THEFT","70116"
"I-10 E & Morrison Exit","RTF","REPORT TO FOLLOW","POINT (-90.01187640554974 30.025593532597693)",,,,,"3699000.00000000","557211.00000000","A0058611","7","2B","2011-01-01T06:00:50.000","2011-01-01T07:27:41.000","2011-01-01T05:49:15.000","2011-01-01T05:53:14.000","20I","AUTO ACCIDENT WITH I","70126"
"018XX Gen De Gaulle Dr","DUP","DUPLICATE","POINT (-90.04010199319426 29.930707454783715)",,,,,"3690458.00000000","522605.00000000","A0073911","4","1A",,"2011-01-01T09:50:12.000","2011-01-01T09:42:20.000",,"20","AUTO ACCIDENT","70114"
"011XX Franklin Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.05036404335152 29.969189727344222)",,,,,"3687051.00000000","536562.00000000","A0058511","5","1H","2011-01-01T05:50:39.000","2011-01-01T06:19:15.000","2011-01-01T05:50:30.000","2011-01-01T05:50:34.000","21","COMPLAINT OTHER","70117"
"I-10 E & Metairie Rd","NAT","NECESSARY ACTION TAKEN","POINT (-90.11378672456497 29.980996138617108)",,,,,"3666925.00000000","540636.00000000","A0058711","3","1H","2011-01-01T06:03:37.000","2011-01-01T06:07:29.000","2011-01-01T05:50:41.000","2011-01-01T05:52:31.000","21","COMPLAINT OTHER","70118"
"021XX Louisiana Ave","UNF","UNFOUNDED","POINT (-90.09352342224136 29.93291851829741)",,,,,"3673529.00000000","523222.00000000","A0058811","6","2A","2011-01-01T06:02:47.000","2011-01-01T06:06:03.000","2011-01-01T05:56:02.000","2011-01-01T05:58:33.000","103F","FIGHT","70115"
"026XX St Andrew St","UNF","UNFOUNDED","POINT (-90.08624509087775 29.943338216031353)",,,,,"3675793.00000000","527036.00000000","A0058911","6","2H","2011-01-01T06:08:59.000","2011-01-01T06:11:43.000","2011-01-01T06:02:23.000","2011-01-01T06:05:42.000","21","COMPLAINT OTHER","70113"
"Gen De Gaulle Dr & Shirley Dr","NAT","NECESSARY ACTION TAKEN","POINT (-90.032438993023 29.929281642339788)",,,,,"3692891.00000000","522114.00000000","A0059211","4","2B","2011-01-01T06:08:46.000","2011-01-01T06:43:13.000","2011-01-01T06:03:38.000","2011-01-01T06:06:08.000","103F","FIGHT","70114"
"Marigny St & N Peters St","NAT","NECESSARY ACTION TAKEN","POINT (-90.05498678298916 29.96189222330511)",,,,,"3685617.00000000","533892.00000000","A0059011","8","1H","2011-01-01T06:04:21.000","2011-01-01T06:43:04.000","2011-01-01T06:03:59.000","2011-01-01T06:04:02.000","21","COMPLAINT OTHER","70117"
"Convention Center Blvd & Henders","RTF","REPORT TO FOLLOW","POINT (-90.06428462405508 29.934825968809605)",,,,,"3682782.00000000","524017.00000000","A0059411","6","2C","2011-01-01T06:39:22.000","2011-01-01T07:28:55.000","2011-01-01T06:04:02.000","2011-01-01T06:06:38.000","20","AUTO ACCIDENT","70130"
"Peace Ct & St Roch Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.05302358878482 29.98148609418737)",,,,,"3686159.00000000","541024.00000000","A0059311","5","1H","2011-01-01T06:05:37.000","2011-01-01T06:13:01.000","2011-01-01T06:04:04.000","2011-01-01T06:05:28.000","21","COMPLAINT OTHER","70117"
"Felicity St & Prytania St","NAT","NECESSARY ACTION TAKEN","POINT (-90.0764227225281 29.935233997095928)",,,,,"3678936.00000000","524123.00000000","A0059111","6","1H","2011-01-01T06:04:19.000","2011-01-01T06:28:07.000","2011-01-01T06:04:12.000","2011-01-01T06:04:16.000","21","COMPLAINT OTHER","70130"
"I-10 E & Little Woods Exit","NAT","NECESSARY ACTION TAKEN","POINT (-89.93882704476536 30.06014187824117)",,,,,"3721962.00000000","570048.00000000","A0059511","7","2H","2011-01-01T06:14:58.000","2011-01-01T06:20:08.000","2011-01-01T06:07:13.000","2011-01-01T06:10:59.000","21","COMPLAINT OTHER","70129"
"Elysian Fields Ave & Stephen Gir","NAT","NECESSARY ACTION TAKEN","POINT (-90.05970158912366 30.002995257945226)",,,,,"3683958.00000000","548822.00000000","A0059611","3","1H","2011-01-01T06:10:10.000","2011-01-01T06:38:38.000","2011-01-01T06:09:57.000","2011-01-01T06:10:02.000","18","TRAFFIC  INCIDENT","70122"
"007XX S Dupre St","RTF","REPORT TO FOLLOW","POINT (-90.09455728362126 29.961547427694992)",,,,,"3673089.00000000","533629.00000000","A0059711","1","1G","2011-01-01T06:16:16.000","2011-01-01T06:47:45.000","2011-01-01T06:14:37.000","2011-01-01T06:14:43.000","966","DRUG VIOLATIONS","70119"
"027XX Canal St","NAT","NECESSARY ACTION TAKEN","POINT (-90.08768002569303 29.96599523791723)",,,,,"3675249.00000000","535270.00000000","A0059811","1","2H","2011-01-01T06:26:20.000","2011-01-01T06:42:26.000","2011-01-01T06:15:12.000","2011-01-01T06:17:23.000","21","COMPLAINT OTHER","70119"
"035XX Garden Oaks Dr","NAT","NECESSARY ACTION TAKEN","POINT (-90.02250990409354 29.920603017487405)",,,,,"3696072.00000000","518994.00000000","A0059911","4","1H","2011-01-01T07:24:46.000","2011-01-01T08:00:26.000","2011-01-01T06:16:15.000","2011-01-01T07:19:17.000","21","COMPLAINT OTHER","70114"
"077XX Dorsett Dr","NAT","NECESSARY ACTION TAKEN","POINT (-89.96830736284609 30.053872719590032)",,,,,"3712664.00000000","567656.00000000","A0060011","7","1H","2011-01-01T06:24:14.000","2011-01-01T06:48:16.000","2011-01-01T06:18:22.000","2011-01-01T06:20:16.000","21","COMPLAINT OTHER","70128"
"038XX Palmyra St","RTF","REPORT TO FOLLOW","POINT (-90.09939111740368 29.970852038604775)",,,,,"3671522.00000000","536996.00000000","A0060211","1","1D","2011-01-01T07:35:38.000","2011-01-01T08:09:35.000","2011-01-01T06:19:28.000","2011-01-01T07:25:12.000","56","SIMPLE CRIMINAL DAMA","70119"
"Andrew Higgins Blvd & St Charles","NAT","NECESSARY ACTION TAKEN","POINT (-90.07197725051239 29.943218703404867)",,,,,"3680312.00000000","527042.00000000","A0060111","8","1H","2011-01-01T06:25:50.000","2011-01-01T06:26:41.000","2011-01-01T06:20:44.000","2011-01-01T06:20:46.000","21","COMPLAINT OTHER","70130"
"Bourbon St & St Louis St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06705588011798 29.95704517230964)",,,,,"3681815.00000000","532087.00000000","A0060311","8","1H","2011-01-01T06:25:33.000","2011-01-01T07:10:41.000","2011-01-01T06:25:25.000","2011-01-01T06:25:28.000","21","COMPLAINT OTHER","70112"
"026XX Poydras St","NAT","NECESSARY ACTION TAKEN","POINT (-90.0922102286606 29.958541575287764)",,,,,"3673844.00000000","532544.00000000","A0060411","1","1C","2011-01-01T06:33:39.000","2011-01-01T06:50:26.000","2011-01-01T06:25:59.000","2011-01-01T06:29:41.000","103","DISTURBANCE (OTHER)","70119"
"Bullard Ave & N Easterlyn Cir","NAT","NECESSARY ACTION TAKEN","POINT (-89.95130623376272 30.034516991585857)",,,,,"3718127.00000000","560682.00000000","A0060511","7","1E","2011-01-01T07:29:30.000","2011-01-01T07:39:56.000","2011-01-01T06:26:02.000","2011-01-01T07:21:45.000","21","COMPLAINT OTHER","70128"
"040XX S Carrollton Ave","RTF","REPORT TO FOLLOW","POINT (-90.10744322627292 29.967935310230512)",,,,,"3668984.00000000","535908.00000000","A0060811","1","2B","2011-01-01T06:45:17.000","2011-01-01T10:08:23.000","2011-01-01T06:28:51.000","2011-01-01T06:36:45.000","94","DISCHARGING FIREARMS","70119"
"007XX Church St","NAT","NECESSARY ACTION TAKEN","POINT (-90.07079285861326 29.946485342619262)",,,,,"3680674.00000000","528234.00000000","A0060611","8","1H","2011-01-01T06:32:20.000","2011-01-01T06:40:51.000","2011-01-01T06:32:09.000","2011-01-01T06:32:17.000","21","COMPLAINT OTHER","70130"
"034XX St Charles Ave","GOA","GONE ON ARRIVAL","POINT (-90.09234991015249 29.927759455260414)",,,,,"3673921.00000000","521350.00000000","A0060911","6","1C","2011-01-01T06:51:36.000","2011-01-01T06:55:56.000","2011-01-01T06:32:17.000","2011-01-01T06:50:46.000","103","DISTURBANCE (OTHER)","70115"
"Pine St & Walmsley Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.11363311556217 29.9558406543157)",,,,,"3667071.00000000","531489.00000000","A0060711","2","1H","2011-01-01T06:33:53.000","2011-01-01T06:35:11.000","2011-01-01T06:33:47.000","2011-01-01T06:33:49.000","18","TRAFFIC  INCIDENT","70125"
"010XX Horace St","NAT","NECESSARY ACTION TAKEN","POINT (-90.021167422022 29.944677033809427)",,,,,"3696397.00000000","527753.00000000","A0061011","4","2B","2011-01-01T07:18:22.000","2011-01-01T07:29:12.000","2011-01-01T06:37:00.000","2011-01-01T06:43:42.000","24","AMBULANCE REQUEST","70114"
"012XX Esplanade Ave","UNF","UNFOUNDED","POINT (-90.06531667969921 29.966914654314653)",,,,,"3682326.00000000","535682.00000000","A0061111","1","2H","2011-01-01T06:47:12.000","2011-01-01T06:50:38.000","2011-01-01T06:37:48.000","2011-01-01T06:41:14.000","21","COMPLAINT OTHER","70116"
"010XX Nunez St","RTF","REPORT TO FOLLOW","POINT (-90.05101393485323 29.945166560710316)",,,,,"3686943.00000000","527824.00000000","A0061211","4","2B","2011-01-01T06:58:55.000","2011-01-01T07:11:49.000","2011-01-01T06:39:03.000","2011-01-01T06:41:11.000","103D","DOMESTIC DISTURBANCE","70114"
"027XX Toulouse St","NAT","NECESSARY ACTION TAKEN","POINT (-90.08453403167995 29.970054652641046)",,,,,"3676229.00000000","536757.00000000","A0061411","1","1C","2011-01-01T06:56:51.000","2011-01-01T06:58:08.000","2011-01-01T06:40:04.000","2011-01-01T06:42:56.000","103","DISTURBANCE (OTHER)","70119"
"006XX Canal St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06853989847654 29.95258245078897)",,,,,"3681363.00000000","530459.00000000","A0061311","8","2C","2011-01-01T06:43:19.000","2011-01-01T06:46:01.000","2011-01-01T06:40:57.000","2011-01-01T06:41:47.000","62A","BURGLAR ALARM, SILEN","70130"
"002XX Carondelet St","NAT","NECESSARY ACTION TAKEN","POINT (-90.07103765683175 29.95259543618393)",,,,,"3680572.00000000","530455.00000000","A0061611","8","2C","2011-01-01T06:48:17.000","2011-01-01T06:54:20.000","2011-01-01T06:42:01.000","2011-01-01T06:45:43.000","103","DISTURBANCE (OTHER)","70112"
"032XX Rue Parc Fontaine","VOI","VOID","POINT (-90.0099974855407 29.922620000667788)",,,,,"3700027.00000000","519773.00000000","A0061711","4","1C",,"2011-01-01T06:49:51.000","2011-01-01T06:42:35.000",,"103","DISTURBANCE (OTHER)","70131"
"005XX Bourbon St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06696094013515 29.957060758633876)",,,,,"3681845.00000000","532093.00000000","A0061511","8","2C",,"2011-01-01T06:53:03.000","2011-01-01T06:43:24.000","2011-01-01T06:44:58.000","62A","BURGLAR ALARM, SILEN","70112"
"016XX Robert E Lee Blvd","RTF","REPORT TO FOLLOW","POINT (-90.07509195695852 30.021001566598684)",,,,,"3679015.00000000","555316.00000000","A0061811","3","1A","2011-01-01T08:42:01.000","2011-01-01T10:16:55.000","2011-01-01T06:45:28.000","2011-01-01T08:22:59.000","62C","THEFT FROM INTERIOR","70122"
"010XX S Peters St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06582839693947 29.94180110955584)",,,,,"3682265.00000000","526548.00000000","A0061911","8","2B","2011-01-01T07:00:44.000","2011-01-01T07:20:55.000","2011-01-01T06:46:34.000","2011-01-01T06:52:52.000","24","AMBULANCE REQUEST","70130"
"010XX Loyola Ave","VOI","VOID","POINT (-90.07826290332757 29.945322062335393)",,,,,"3678313.00000000","527785.00000000","A0062111","6","1H",,"2011-01-01T07:36:17.000","2011-01-01T06:47:11.000","2011-01-01T07:13:13.000","21","COMPLAINT OTHER","70113"
"S Carrollton Ave & I-10 E","RTF","REPORT TO FOLLOW","POINT (-90.10774942135924 29.967949162042316)",,,,,"3668887.00000000","535912.00000000","A0062011","3","2C","2011-01-01T06:55:31.000","2011-01-01T07:54:18.000","2011-01-01T06:48:48.000","2011-01-01T06:50:00.000","20","AUTO ACCIDENT","70119"
"121XX N I-10 Service Rd","UNF","UNFOUNDED","POINT (-89.95962427151291 30.047861726966346)",,,,,"3715437.00000000","565503.00000000","A0062211","7","2B","2011-01-01T07:18:24.000","2011-01-01T07:28:04.000","2011-01-01T06:50:25.000","2011-01-01T07:07:46.000","103D","DOMESTIC DISTURBANCE","70128"
"054XX Milne Blvd","NAT","NECESSARY ACTION TAKEN","POINT (-90.11445605773541 29.9892962557492)",,,,,"3666681.00000000","543652.00000000","A0062311","3","2C","2011-01-01T07:11:16.000","2011-01-01T07:14:03.000","2011-01-01T06:52:07.000","2011-01-01T07:03:54.000","103","DISTURBANCE (OTHER)","70124"
"Canal St & N Rampart St","NAT","NECESSARY ACTION TAKEN","POINT (-90.07259299480633 29.955715092683064)",,,,,"3680067.00000000","531584.00000000","A0062411","8","2H","2011-01-01T06:56:15.000","2011-01-01T07:10:16.000","2011-01-01T06:52:48.000","2011-01-01T06:54:39.000","24","AMBULANCE REQUEST","70112"
"001XX City Park Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.11230623854401 29.981430658437805)",,,,,"3667392.00000000","540799.00000000","A0062511","3","1H",,"2011-01-01T06:53:58.000","2011-01-01T06:53:52.000",,"21","COMPLAINT OTHER","70119"
"043XX Coliseum St","NAT","NECESSARY ACTION TAKEN","POINT (-90.1006718925891 29.92368795092096)",,,,,"3671301.00000000","519841.00000000","A0062711","6","2C","2011-01-01T07:01:03.000","2011-01-01T07:08:41.000","2011-01-01T06:53:56.000","2011-01-01T06:55:47.000","62A","BURGLAR ALARM, SILEN","70115"
"001XX City Park Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.11230623854401 29.981430658437805)",,,,,"3667392.00000000","540799.00000000","A0062611","3","1H",,"2011-01-01T06:54:44.000","2011-01-01T06:54:41.000",,"WALK","DAILY WALKING BEAT L","70119"
"033XX S Carrollton Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.11323000248157 29.962464376275015)",,,,,"3667173.00000000","533899.00000000","A0062911","2","2C","2011-01-01T07:12:55.000","2011-01-01T07:29:16.000","2011-01-01T06:59:25.000","2011-01-01T07:01:37.000","62A","BURGLAR ALARM, SILEN","70125"
"Chef Menteur Hwy & Eastview Dr","NAT","NECESSARY ACTION TAKEN","POINT (-89.99194943986652 30.013490087175544)",,,,,"3705357.00000000","552883.00000000","A0063111","7","2B","2011-01-01T07:03:45.000","2011-01-01T07:09:40.000","2011-01-01T07:02:55.000","2011-01-01T07:02:58.000","107","SUSPICIOUS PERSON","70126"
"052XX St Ferdinand Dr","RTF","REPORT TO FOLLOW","POINT (-90.04330248175846 30.0113880279242)",,,,,"3689114.00000000","551932.00000000","A0063311","3","2B","2011-01-01T07:14:31.000","2011-01-01T09:20:20.000","2011-01-01T07:04:06.000","2011-01-01T07:06:08.000","34C","AGGRAVATED BATTERY B","70126"
"062XX Franklin Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.05206279038553 30.02284197017429)",,,,,"3686295.00000000","556066.00000000","A0063411","3","1C","2011-01-01T09:24:57.000","2011-01-01T09:42:21.000","2011-01-01T07:08:49.000","2011-01-01T09:20:35.000","103","DISTURBANCE (OTHER)","70122"
"038XX Baudin St","VOI","VOID","POINT (-90.10096370315371 29.969090285453696)",,,,,"3671031.00000000","536350.00000000","A0083911","1","2C",,"2011-01-01T11:50:14.000","2011-01-01T11:44:39.000","2011-01-01T11:45:18.000","62A","BURGLAR ALARM, SILEN","70119"
"Metairie Rd & Pontchartrain Blvd","RTF","REPORT TO FOLLOW","POINT (-90.11394831012846 29.980956386104143)",,,,,"3666874.00000000","540621.00000000","A0063511","3","1E","2011-01-01T07:18:01.000","2011-01-01T10:29:41.000","2011-01-01T07:12:16.000","2011-01-01T07:13:32.000","100","HIT & RUN","70118"
"X Poydras St","RTF","REPORT TO FOLLOW","POINT (-90.06327121931763 29.94796670231775)",,,,,"3683050.00000000","528799.00000000","A0063711","8","1E","2011-01-01T07:24:02.000","2011-01-01T08:01:55.000","2011-01-01T07:17:47.000","2011-01-01T07:18:26.000","100","HIT & RUN","70130"
"077XX Dorsett Dr","RTF","REPORT TO FOLLOW","POINT (-89.96830736284609 30.053872719590032)",,,,,"3712664.00000000","567656.00000000","A0063911","7","1A","2011-01-01T07:31:43.000","2011-01-01T07:47:20.000","2011-01-01T07:17:58.000","2011-01-01T07:28:37.000","103D","DOMESTIC DISTURBANCE","70128"
"002XX Henry Clay Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.12705168432302 29.917690019251754)",,,,,"3662968.00000000","517571.00000000","A0063611","2","1H","2011-01-01T07:18:10.000","2011-01-01T07:36:44.000","2011-01-01T07:18:00.000","2011-01-01T07:18:06.000","21","COMPLAINT OTHER","70118"
"054XX Read Blvd","RTF","REPORT TO FOLLOW","POINT (-89.96878253712954 30.027013008485007)",,,,,"3712630.00000000","557887.00000000","A0063811","7","2B","2011-01-01T07:24:14.000","2011-01-01T09:41:20.000","2011-01-01T07:20:46.000","2011-01-01T07:21:18.000","21","COMPLAINT OTHER","70127"
"003XX Carondelet St","NAT","NECESSARY ACTION TAKEN","POINT (-90.0713446002578 29.951297631995484)",,,,,"3680480.00000000","529982.00000000","A0064011","8","2C",,"2011-01-01T07:34:50.000","2011-01-01T07:22:40.000","2011-01-01T07:23:30.000","62A","BURGLAR ALARM, SILEN","70130"
"N Broad St & Gov Nicholls St","NAT","NECESSARY ACTION TAKEN","POINT (-90.07939534465751 29.974565269205268)",,,,,"3677838.00000000","538415.00000000","A0064111","1","1H","2011-01-01T07:23:54.000","2011-01-01T07:29:00.000","2011-01-01T07:23:53.000","2011-01-01T07:23:54.000","18","TRAFFIC  INCIDENT","70119"
"Convention Center Blvd & Henders","RTF","REPORT TO FOLLOW","POINT (-90.06428462405508 29.934825968809605)",,,,,"3682782.00000000","524017.00000000","A0064211","6","1G","2011-01-01T09:01:10.000","2011-01-01T09:03:53.000","2011-01-01T07:29:25.000","2011-01-01T07:29:28.000","17F","FUGITIVE ATTTACHMENT","70130"
"001XX Bourbon St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06967419078153 29.95403159722347)",,,,,"3680998.00000000","530982.00000000","A0064311","8","1H",,"2011-01-01T07:34:39.000","2011-01-01T07:30:21.000","2011-01-01T07:30:25.000","21","COMPLAINT OTHER","70112"
"003XX Decatur St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06547163421962 29.953727171114057)",,,,,"3682330.00000000","530886.00000000","A0064711","8","1H","2011-01-01T07:45:50.000","2011-01-01T08:53:11.000","2011-01-01T07:31:28.000","2011-01-01T07:34:52.000","21","COMPLAINT OTHER","70130"
"S Carrollton Ave & Nelson St","NAT","NECESSARY ACTION TAKEN","POINT (-90.11954440321242 29.95666255966707)",,,,,"3665196.00000000","531768.00000000","A0064611","2","1H","2011-01-01T07:32:36.000","2011-01-01T07:49:59.000","2011-01-01T07:32:28.000","2011-01-01T07:32:32.000","18","TRAFFIC  INCIDENT","70125"
"017XX N Broad St","RTF","REPORT TO FOLLOW","POINT (-90.07350115175576 29.981084196246588)",,,,,"3679678.00000000","540806.00000000","A0064911","1","2B","2011-01-01T07:41:24.000","2011-01-01T08:56:49.000","2011-01-01T07:34:47.000","2011-01-01T07:37:04.000","103D","DOMESTIC DISTURBANCE","70119"
"024XX Jasmine St","RTF","REPORT TO FOLLOW","POINT (-90.05279328662047 30.000656757539478)",,,,,"3686154.00000000","547996.00000000","A0064811","3","1B","2011-01-01T07:49:49.000","2011-01-01T08:46:45.000","2011-01-01T07:35:28.000","2011-01-01T07:36:17.000","29","DEATH","70122"
"Chartres St & St Peter St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06387417593369 29.95741326549547)",,,,,"3682821.00000000","532232.00000000","A0065111","8","1C","2011-01-01T07:53:26.000","2011-01-01T08:38:53.000","2011-01-01T07:35:50.000","2011-01-01T07:51:43.000","103","DISTURBANCE (OTHER)","70130"
"Chartres St & Ursulines Ave","GOA","GONE ON ARRIVAL","POINT (-90.0609881378181 29.960597387712646)",,,,,"3683722.00000000","533400.00000000","A0065011","8","2C","2011-01-01T07:48:02.000","2011-01-01T07:51:06.000","2011-01-01T07:36:21.000","2011-01-01T07:45:16.000","106","OBSCENITY ,EXPOSING","70116"
"S Carrollton Ave & Oak St","NAT","NECESSARY ACTION TAKEN","POINT (-90.1295939449795 29.947184938990826)",,,,,"3662050.00000000","528288.00000000","A0065211","2","2B","2011-01-01T07:39:58.000","2011-01-01T07:58:56.000","2011-01-01T07:39:50.000","2011-01-01T07:39:54.000","107","SUSPICIOUS PERSON","70118"
"Elysian Fields Ave & Pelopidas S","RTF","REPORT TO FOLLOW","POINT (-90.05954747110283 30.000961531710246)",,,,,"3684015.00000000","548083.00000000","A0065311","3","2B","2011-01-01T07:54:32.000","2011-01-01T08:49:37.000","2011-01-01T07:43:22.000","2011-01-01T07:45:28.000","20I","AUTO ACCIDENT WITH I","70122"
