"block_address","disposition","dispositiontext","location","location_address","location_city","location_state","location_zip","mapx","mapy","nopd_item","policedistrict","priority","timearrive","timeclosed","timecreate","timedispatch","type_","typetext","zip"
"023XX Bienville St","VOI","VOID","POINT (-90.08166178 29.96464206)",,,,,"3677159","534798","K0069715","1","2C",,"2015-11-01T15:25:28.000","2015-11-01T14:32:11.000",,"62A","BURGLAR ALARM, SILENT","70119"
"X Poydras St","VOI","VOID","POINT (-90.0628586 29.9488894)",,,,,"3683176","529135","K0119315","8","2C",,"2015-11-02T00:11:03.000","2015-11-02T00:05:14.000",,"62A","BURGLAR ALARM, SILENT","70130"
"Orleans Ave & Navarre Ave","VOI","VOID","POINT (-90.10211252 29.98916444)",,,,,"3670588","543645","K0211415","3","1A",,"2015-11-02T19:19:32.000","2015-11-02T18:14:26.000",,"20","AUTO ACCIDENT","70124"
"086XX Pritchard Pl","VOI","VOID","POINT (-90.12127321 29.96321616)",,,,,"3664623","534145","A0067615","2","1H",,"2015-01-01T16:44:43.000","2015-01-01T12:00:41.000",,"21","COMPLAINT OTHER","70118"
"032XX Carondelet St","VOI","VOID","POINT (-90.08992139 29.92990309)",,,,,"3674681","522137","A0111315","6","1A",,"2015-01-01T19:38:46.000","2015-01-01T19:35:08.000",,"94F","FIREWORKS","70115"
"007XX Orleans Ave","UNF","UNFOUNDED","POINT (-90.06470624 29.95850519)",,,,,"3682553","532626","A0000115","8","1D","2015-01-01T01:41:20.000","2015-01-01T01:41:30.000","2015-01-01T00:00:34.000","2015-01-01T01:24:47.000","56","SIMPLE CRIMINAL DAMAGE","70116"
"Clematis St & Acacia St","UNF","UNFOUNDED","POINT (-90.05256561 29.99593586)",,,,,"3686245","546280","A0000415","3","1A",,"2015-01-01T01:32:38.000","2015-01-01T00:01:47.000","2015-01-01T01:20:19.000","94","DISCHARGING FIREARM","70122"
"026XX N Robertson St","GOA","GONE ON ARRIVAL","POINT (-90.04883217 29.97264816)",,,,,"3687521","537825","A0000515","5","2A","2015-01-01T00:13:19.000","2015-01-01T00:24:40.000","2015-01-01T00:02:22.000","2015-01-01T00:08:17.000","107","SUSPICIOUS PERSON","70117"
"074XX Kenyon Rd","NAT","Necessary Action Taken","POINT (-89.99427178 30.03758628)",,,,,"3704519","561636","A0000715","7","1A",,"2015-01-01T00:06:32.000","2015-01-01T00:02:46.000","2015-01-01T00:06:21.000","94F","FIREWORKS","70127"
"039XX Paris Ave","NAT","Necessary Action Taken","POINT (-90.07389078 29.9973303)",,,,,"3679489","546712","A0000815","3","1A",,"2015-01-01T00:06:53.000","2015-01-01T00:03:09.000",,"94F","FIREWORKS","70122"
"014XX Casa Calvo St","GOA","GONE ON ARRIVAL","POINT (-90.03512576 29.93921295)",,,,,"3691999","525715","A0000915","4","2C","2015-01-01T00:13:46.000","2015-01-01T00:29:15.000","2015-01-01T00:03:26.000","2015-01-01T00:06:15.000","63","PROWLER","70114"
"College Ct & Earhart Blvd","UNF","UNFOUNDED","POINT (-90.10869788 29.95762393)",,,,,"3668626","532154","A0001015","2","2B","2015-01-01T00:09:18.000","2015-01-01T00:15:09.000","2015-01-01T00:03:43.000","2015-01-01T00:07:12.000","94","DISCHARGING FIREARM","70125"
"Baudin St & S Olympia St","UNF","UNFOUNDED","POINT (-90.10907539 29.97465231)",,,,,"3668441","538345","A0001115","3","1A",,"2015-01-01T03:30:05.000","2015-01-01T00:03:59.000","2015-01-01T03:28:00.000","94","DISCHARGING FIREARM","70119"
"049XX Mandeville St","UNF","UNFOUNDED","POINT (-90.05766993 30.00854815)",,,,,"3684578","550848","A0001215","3","1A",,"2015-01-01T03:30:06.000","2015-01-01T00:04:15.000","2015-01-01T03:28:04.000","94","DISCHARGING FIREARM","70122"
"Elysian Fields Ave (8F03) & N Rampart St","NAT","Necessary Action Taken","POINT (-90.05689797 29.96754947)",,,,,"3684988","535942","A0001315","8","1H","2015-01-01T00:10:23.000","2015-01-01T00:20:53.000","2015-01-01T00:04:18.000","2015-01-01T00:05:54.000","21","COMPLAINT OTHER","70116"
"Sere St & Cadillac St","UNF","UNFOUNDED","POINT (-90.08160198 29.99353541)",,,,,"3677064","545305","A0001415","3","1A",,"2015-01-01T03:30:06.000","2015-01-01T00:05:08.000","2015-01-01T03:28:07.000","94","DISCHARGING FIREARM","70122"
"023XX Franklin Ave","NAT","Necessary Action Taken","POINT (-90.04888436 29.98137127)",,,,,"3687469","540996","A0001515","5","1A",,"2015-01-01T00:34:59.000","2015-01-01T00:05:37.000","2015-01-01T00:34:57.000","94F","FIREWORKS","70117"
"038XX Dauphine St","NAT","Necessary Action Taken","POINT (-90.03769629 29.96256866)",,,,,"3691088","534199","A0001615","5","2C","2015-01-01T00:23:51.000","2015-01-01T00:41:38.000","2015-01-01T00:05:51.000","2015-01-01T00:11:24.000","62A","BURGLAR ALARM, SILENT","70117"
"020XX Constance St","NAT","Necessary Action Taken","POINT (-90.0743713 29.9300485)",,,,,"3679606","522244","A0001715","6","1H",,"2015-01-01T00:33:12.000","2015-01-01T00:06:04.000","2015-01-01T00:20:17.000","21","COMPLAINT OTHER","70130"
"050XX Frenchmen St","UNF","UNFOUNDED","POINT (-90.06151892 30.00928759)",,,,,"3683357","551103","A0001815","3","2B","2015-01-01T00:22:21.000","2015-01-01T00:30:46.000","2015-01-01T00:06:10.000","2015-01-01T00:07:57.000","94","DISCHARGING FIREARM","70122"
"060XX Morrison Rd","UNF","UNFOUNDED","POINT (-90.02308585 30.02625512)",,,,,"3695450","557410","A0001915","7","2B","2015-01-01T00:26:00.000","2015-01-01T00:58:18.000","2015-01-01T00:06:43.000","2015-01-01T00:25:57.000","94","DISCHARGING FIREARM","70126"
"028XX Josephine St","NAT","Necessary Action Taken","POINT (-90.08781461 29.94405911)",,,,,"3675293","527292","A0002015","6","2H","2015-01-01T00:15:56.000","2015-01-01T00:19:55.000","2015-01-01T00:06:47.000","2015-01-01T00:15:47.000","94F","FIREWORKS","70113"
"078XX Sand St","UNF","UNFOUNDED","POINT (-89.94404186 30.07192857)",,,,,"3720260","574314","A0002115","7","2B","2015-01-01T00:15:47.000","2015-01-01T00:33:17.000","2015-01-01T00:07:36.000","2015-01-01T00:11:05.000","94","DISCHARGING FIREARM","70128"
"037XX Garden Oaks Dr","UNF","UNFOUNDED","POINT (-90.02267371 29.91788448)",,,,,"3696031","518004","A0002215","4","2B","2015-01-01T00:28:46.000","2015-01-01T00:29:04.000","2015-01-01T00:07:59.000","2015-01-01T00:09:40.000","94","DISCHARGING FIREARM","70114"
"Milton St (3M01) & St Bernard Ave","UNF","UNFOUNDED","POINT (-90.0789517 29.99572116)",,,,,"3677894","546109","A0002315","3","1A","2015-01-01T03:21:37.000","2015-01-01T03:31:59.000","2015-01-01T00:08:24.000",,"94","DISCHARGING FIREARM","70122"
"037XX Louisa St","NAT","Necessary Action Taken","POINT (-90.03409533 29.99468978)",,,,,"3692096","545892","A0002415","5","2C",,"2015-01-01T00:11:01.000","2015-01-01T00:08:50.000","2015-01-01T00:10:50.000","62A","BURGLAR ALARM, SILENT","70126"
"140XX Dwyer Blvd","RTF","REPORT TO FOLLOW","POINT (-89.91924064 30.03983673)",,,,,"3728248","562740","A0002515","7","1E","2015-01-01T02:24:11.000","2015-01-01T03:45:35.000","2015-01-01T00:08:52.000","2015-01-01T02:14:11.000","100","HIT & RUN","70129"
"039XX Paris Ave","UNF","UNFOUNDED","POINT (-90.07389078 29.9973303)",,,,,"3679489","546712","A0002615","3","1A",,"2015-01-01T03:30:07.000","2015-01-01T00:09:49.000","2015-01-01T03:28:16.000","94F","FIREWORKS","70122"
"050XX Saint Ferdinand Dr","NAT","Necessary Action Taken","POINT (-90.04347995 30.01136312)",,,,,"3689057","551922","A0002715","3","1H","2015-01-01T00:26:29.000","2015-01-01T00:53:03.000","2015-01-01T00:09:54.000","2015-01-01T00:17:47.000","21","COMPLAINT OTHER","70126"
"Convention Center Blvd & Canal St (8A03)","NAT","Necessary Action Taken","POINT (0 0)",,,,,"37369000","3513814","A0002815","8","1F","2015-01-01T00:09:56.000","2015-01-01T03:06:28.000","2015-01-01T00:09:56.000",,"17J","JUVENILE ATTACHMENT","70130"
"N Roman St & Kerlerec St","NAT","Necessary Action Taken","POINT (-90.06965715 29.97150114)",,,,,"3680933","537334","A0002915","1","1A","2015-01-01T00:35:23.000","2015-01-01T00:36:48.000","2015-01-01T00:10:30.000","2015-01-01T00:30:08.000","94F","FIREWORKS","70116"
"061XX Tullis Dr","UNF","UNFOUNDED","POINT (-89.98849118 29.9064715)",,,,,"3706908","513980","A0003015","4","2B","2015-01-01T00:13:39.000","2015-01-01T00:28:26.000","2015-01-01T00:10:33.000","2015-01-01T00:11:57.000","94","DISCHARGING FIREARM","70131"
"Gentilly Blvd & Franklin Ave (3T02)","UNF","UNFOUNDED","POINT (-90.05031105 30.00298396)",,,,,"3686930","548851","A0003115","3","1B",,"2015-01-01T01:20:10.000","2015-01-01T00:10:39.000","2015-01-01T01:04:31.000","94","DISCHARGING FIREARM","70122"
"052XX S Liberty St","UNF","UNFOUNDED","POINT (-90.11053087 29.93299752)",,,,,"3668141","523192","A0003215","2","2D",,"2015-01-01T00:36:48.000","2015-01-01T00:10:56.000","2015-01-01T00:13:36.000","911","SILENT 911 CALL","70115"
"046XX Francisco Verrett Dr","UNF","UNFOUNDED","POINT (-89.99541103 30.01746718)",,,,,"3704244","554316","A0003315","7","2B","2015-01-01T00:47:57.000","2015-01-01T00:50:52.000","2015-01-01T00:11:12.000","2015-01-01T00:35:56.000","94","DISCHARGING FIREARM","70126"
"Flood St & Chartres St","NAT","Necessary Action Taken","POINT (-90.01845753 29.9563371)",,,,,"3697206","532002","A0003415","5","1A",,"2015-01-01T00:35:17.000","2015-01-01T00:11:27.000","2015-01-01T00:35:15.000","94F","FIREWORKS","70117"
"022XX Leon C Simon Dr","NAT","Necessary Action Taken","POINT (-90.05961192 30.02492241)",,,,,"3683897","556795","A0003515","3","1A","2015-01-01T01:03:48.000","2015-01-01T01:10:03.000","2015-01-01T00:11:51.000","2015-01-01T00:29:24.000","62A","BURGLAR ALARM, SILENT","70122"
"Trafalgar St & Crete St","UNF","UNFOUNDED","POINT (-90.07621382 29.98760323)",,,,,"3678793","543167","A0003615","3","1A",,"2015-01-01T03:30:07.000","2015-01-01T00:12:19.000","2015-01-01T03:28:34.000","94","DISCHARGING FIREARM","70119"
"S Broad Ave (1G02) & Tulane Ave","NAT","Necessary Action Taken","POINT (0 0)",,,,,"37369000","3513814","A0003715","1","2B","2015-01-01T00:17:31.000","2015-01-01T00:27:28.000","2015-01-01T00:12:26.000","2015-01-01T00:13:51.000","24","MEDICAL","70119"
"155XX Dwyer Blvd","UNF","UNFOUNDED","POINT (-89.91037016 30.04244955)",,,,,"3731043","563725","A0003815","7","2B","2015-01-01T00:47:40.000","2015-01-01T01:02:02.000","2015-01-01T00:12:39.000","2015-01-01T00:36:29.000","94","DISCHARGING FIREARM","70129"
"Milan St & S Derbigny St","NAT","Necessary Action Taken","POINT (-90.10121083 29.94152737)",,,,,"3671060","526326","A0003915","2","2H","2015-01-01T00:16:00.000","2015-01-01T00:19:06.000","2015-01-01T00:13:01.000","2015-01-01T00:14:06.000","94F","FIREWORKS","70125"
"005XX Wagner St","NAT","Necessary Action Taken","POINT (0 0)",,,,,"37369000","3513814","A0073315","4","2B","2015-01-01T13:13:54.000","2015-01-01T13:34:10.000","2015-01-01T13:06:41.000","2015-01-01T13:07:22.000","24","MEDICAL","70114"
"017XX Lesseps St","UNF","UNFOUNDED","POINT (-90.03083282 29.97120788)",,,,,"3693226","537365","A0004015","5","2B",,"2015-01-01T00:23:49.000","2015-01-01T00:13:39.000","2015-01-01T00:23:42.000","94","DISCHARGING FIREARM","70117"
"074XX Kenyon Rd","NAT","Necessary Action Taken","POINT (-89.99427178 30.03758628)",,,,,"3704519","561636","A0004115","7","1A",,"2015-01-01T00:14:34.000","2015-01-01T00:14:14.000","2015-01-01T00:14:28.000","94F","FIREWORKS","70127"
"Jefferson Ave (2N02) & Willow St","UNF","UNFOUNDED","POINT (-90.11032634 29.93878099)",,,,,"3668184","525296","A0004215","2","2B","2015-01-01T00:16:03.000","2015-01-01T00:20:25.000","2015-01-01T00:14:26.000","2015-01-01T00:15:20.000","94","DISCHARGING FIREARM","70115"
"041XX Clermont Dr","NAT","Necessary Action Taken","POINT (-90.05693823 29.99984625)",,,,,"3684845","547686","A0004315","3","2C",,"2015-01-01T00:35:49.000","2015-01-01T00:15:13.000","2015-01-01T00:27:19.000","62A","BURGLAR ALARM, SILENT","70122"
"045XX Francis Dr","NAT","Necessary Action Taken","POINT (-90.01407208 30.01405227)",,,,,"3698353","553006","A0004415","7","1A",,"2015-01-01T00:24:06.000","2015-01-01T00:15:54.000","2015-01-01T00:22:17.000","94F","FIREWORKS","70126"
"045XX General Meyer Ave","NAT","Necessary Action Taken","POINT (-90.00909739 29.93433678)",,,,,"3700262","524036","A0004515","4","1H","2015-01-01T00:20:49.000","2015-01-01T00:27:50.000","2015-01-01T00:16:10.000","2015-01-01T00:20:09.000","21","COMPLAINT OTHER","70131"
"Dumaine St & Decatur St","RTF","REPORT TO FOLLOW","POINT (-90.06135306 29.95834685)",,,,,"3683615","532580","A0004615","8","1H","2015-01-01T00:16:32.000","2015-01-01T00:16:48.000","2015-01-01T00:16:32.000",,"21","COMPLAINT OTHER","70116"
"027XX Soniat St","NAT","Necessary Action Taken","POINT (-90.10925794 29.93896253)",,,,,"3668521","525366","A0004715","2","1H","2015-01-01T00:23:56.000","2015-01-01T00:27:48.000","2015-01-01T00:16:56.000","2015-01-01T00:20:35.000","21","COMPLAINT OTHER","70115"
"Basin St (1E01) & Conti St","RTF","REPORT TO FOLLOW","POINT (-90.0713027 29.95872095)",,,,,"3680463","532681","A0004815","1","1H","2015-01-01T00:17:13.000","2015-01-01T02:09:00.000","2015-01-01T00:17:13.000",,"21","COMPLAINT OTHER","70112"
"019XX Tchoupitoulas St","GOA","GONE ON ARRIVAL","POINT (-90.06975701 29.92547034)",,,,,"3681086","520595","A0004915","6","1H",,"2015-01-01T00:21:32.000","2015-01-01T00:18:03.000","2015-01-01T00:18:03.000","21","COMPLAINT OTHER","70130"
"046XX Annette St","UNF","UNFOUNDED","POINT (-90.06573304 30.00473137)",,,,,"3682042","549432","A0005015","3","1A",,"2015-01-01T03:30:08.000","2015-01-01T00:18:11.000","2015-01-01T03:28:39.000","94","DISCHARGING FIREARM","70122"
"026XX Gravier St","RTF","REPORT TO FOLLOW","POINT (-90.09023021 29.95995097)",,,,,"3674465","533063","A0005115","1","2B","2015-01-01T00:22:41.000","2015-01-01T01:36:57.000","2015-01-01T00:18:23.000","2015-01-01T00:19:46.000","103D","DOMESTIC DISTURBANCE","70119"
"021XX Earhart Blvd","VOI","VOID","POINT (-90.07964653 29.94518872)",,,,,"3677875","527731","A0005215","6","2C",,"2015-01-01T00:24:51.000","2015-01-01T00:19:45.000","2015-01-01T00:21:58.000","62A","BURGLAR ALARM, SILENT","70113"
"036XX Danneel St","UNF","UNFOUNDED","POINT (-90.09561257 29.93129101)",,,,,"3672873","522623","A0005315","6","2A","2015-01-01T00:25:22.000","2015-01-01T00:32:12.000","2015-01-01T00:20:54.000","2015-01-01T00:22:36.000","107","SUSPICIOUS PERSON","70115"
"I10 W & Airline Hwy","UNF","UNFOUNDED","POINT (-90.10908234 29.96986282)",,,,,"3668457","536603","A0005415","3","1A","2015-01-01T01:27:28.000","2015-01-01T01:37:03.000","2015-01-01T00:21:14.000","2015-01-01T01:17:32.000","21","COMPLAINT OTHER","70119"
"Bienville St & Royal St","NAT","Necessary Action Taken","POINT (-90.06755962 29.95488494)",,,,,"3681664","531299","A0005515","8","1H","2015-01-01T00:22:08.000","2015-01-01T00:30:48.000","2015-01-01T00:22:08.000",,"21","COMPLAINT OTHER",
"N Dupre St & Saint Ann St","NAT","Necessary Action Taken","POINT (-90.08456814 29.97282212)",,,,,"3676207","537763","A0005615","1","2B","2015-01-01T00:23:20.000","2015-01-01T00:29:33.000","2015-01-01T00:22:17.000","2015-01-01T00:23:24.000","94","DISCHARGING FIREARM","70119"
"074XX Saint Charles Ave","UNF","UNFOUNDED","POINT (-90.12851882 29.93896985)",,,,,"3662421","525304","A0005715","2","1A","2015-01-01T00:45:22.000","2015-01-01T00:51:56.000","2015-01-01T00:23:29.000","2015-01-01T00:37:10.000","94F","FIREWORKS","70118"
"Flossmoor Dr (7I06) & Read Blvd","NAT","Necessary Action Taken","POINT (-89.97950364 30.04208235)",,,,,"3709172","563326","A0005815","7","1A",,"2015-01-01T00:26:08.000","2015-01-01T00:23:41.000","2015-01-01T00:26:05.000","94F","FIREWORKS","70127"
"077XX Hansbrough Ave","NAT","Necessary Action Taken","POINT (-89.98502494 30.04603888)",,,,,"3707409","564744","A0005915","7","1A","2015-01-01T03:08:45.000","2015-01-01T03:22:27.000","2015-01-01T00:25:55.000","2015-01-01T03:02:58.000","103","DISTURBANCE (OTHER)","70127"
"012XX S Genois St","UNF","UNFOUNDED","POINT (-90.10588121 29.95921358)",,,,,"3669512","532741","A0006015","2","2B","2015-01-01T00:32:19.000","2015-01-01T00:35:32.000","2015-01-01T00:26:42.000","2015-01-01T00:28:15.000","94","DISCHARGING FIREARM","70125"
"N Hennessey St (3H02) & Orleans Ave","NAT","Necessary Action Taken","POINT (-90.09849774 29.98157336)",,,,,"3671762","540897","A0006115","3","1H","2015-01-01T00:26:54.000","2015-01-01T01:05:58.000","2015-01-01T00:26:54.000",,"21","COMPLAINT OTHER","70119"
"I-10 E (1E03) & Orleans Ave","NAT","Necessary Action Taken","POINT (-90.07315961 29.96419444)",,,,,"3679853","534665","A0006215","1","2A","2015-01-01T00:42:04.000","2015-01-01T01:28:26.000","2015-01-01T00:27:15.000","2015-01-01T00:32:43.000","18","TRAFFIC INCIDENT","70116"
"027XX Annette St","UNF","UNFOUNDED","POINT (-90.06414154 29.98450695)",,,,,"3682627","542083","A0006315","5","2B","2015-01-01T00:37:03.000","2015-01-01T01:12:17.000","2015-01-01T00:27:27.000","2015-01-01T00:31:41.000","94","DISCHARGING FIREARM","70119"
"088XX Olive St","NAT","Necessary Action Taken","POINT (-90.11888668 29.96786788)",,,,,"3665361","535844","A0006415","2","2H","2015-01-01T00:37:48.000","2015-01-01T00:40:01.000","2015-01-01T00:27:32.000","2015-01-01T00:29:08.000","94F","FIREWORKS","70118"
"035XX General De Gaulle Dr","NAT","Necessary Action Taken","POINT (-90.02195443 29.9247539)",,,,,"3696230","520505","A0006515","4","2A","2015-01-01T00:32:32.000","2015-01-01T00:40:07.000","2015-01-01T00:27:33.000","2015-01-01T00:32:24.000","103","DISTURBANCE (OTHER)","70114"
"Alix St & Bouny St","RTF","REPORT TO FOLLOW","POINT (-90.05354071 29.95045257)",,,,,"3686121","529737","A0006615","4","2A","2015-01-01T00:55:27.000","2015-01-01T01:26:48.000","2015-01-01T00:27:33.000","2015-01-01T00:30:00.000","56","SIMPLE CRIMINAL DAMAGE","70114"
"078XX Haney Dr","UNF","UNFOUNDED","POINT (-89.96992551 30.05426239)",,,,,"3712150","567791","A0006715","7","2B","2015-01-01T00:35:18.000","2015-01-01T01:28:48.000","2015-01-01T00:28:10.000","2015-01-01T00:33:24.000","94","DISCHARGING FIREARM","70128"
"Mexico St & Arts St","UNF","UNFOUNDED","POINT (-90.05423867 30.02356366)",,,,,"3685603","556320","A0006815","3","1A",,"2015-01-01T03:30:08.000","2015-01-01T00:28:38.000","2015-01-01T03:28:43.000","94","DISCHARGING FIREARM","70122"
"Filmore Ave (3R03) & Mandeville St","NAT","Necessary Action Taken","POINT (-90.05792008 30.01303012)",,,,,"3684481","552477","A0006915","3","1A",,"2015-01-01T00:44:31.000","2015-01-01T00:30:03.000","2015-01-01T00:44:25.000","94F","FIREWORKS","70122"
"060XX Saint Roch Ave","GOA","GONE ON ARRIVAL","POINT (-90.05647968 30.02021017)",,,,,"3684907","555093","A0007015","3","2B","2015-01-01T00:30:20.000","2015-01-01T00:49:36.000","2015-01-01T00:30:20.000","2015-01-01T00:31:04.000","94","DISCHARGING FIREARM","70122"
"033XX Florida Ave","NAT","Necessary Action Taken","POINT (0 0)",,,,,"37369000","3513814","A0007115","5","1A","2015-01-01T01:21:31.000","2015-01-01T02:24:28.000","2015-01-01T00:31:43.000","2015-01-01T01:16:25.000","103M","MENTAL PATIENT","70117"
"044XX Washington Ave","UNF","UNFOUNDED","POINT (-90.10372886 29.95558639)",,,,,"3670208","531430","A0007215","2","1A","2015-01-01T00:40:58.000","2015-01-01T00:41:04.000","2015-01-01T00:32:08.000","2015-01-01T00:40:16.000","94F","FIREWORKS","70125"
"Frankfort St & Eads St","NAT","Necessary Action Taken","POINT (-90.05099943 30.02580363)",,,,,"3686619","557146","A0007315","3","1A",,"2015-01-01T00:34:59.000","2015-01-01T00:32:43.000","2015-01-01T00:34:55.000","94F","FIREWORKS","70122"
"Royal St & Orleans Ave","NAT","Necessary Action Taken","POINT (0 0)",,,,,"37369000","3513814","A0007415","8","2B","2015-01-01T00:33:56.000","2015-01-01T00:41:16.000","2015-01-01T00:33:56.000",,"24","MEDICAL","70116"
"S Carrollton Ave (1K02) & Tulane Ave","NAT","Necessary Action Taken","POINT (-90.10642791 29.9689451)",,,,,"3669301","536278","A0007515","1","1H","2015-01-01T00:38:49.000","2015-01-01T00:59:29.000","2015-01-01T00:34:10.000","2015-01-01T00:34:10.000","18","TRAFFIC INCIDENT","70119"
"Bullard Ave (7I02) & Lake Forest Blvd","NAT","Necessary Action Taken","POINT (-89.95506268 30.0386592)",,,,,"3716920","562173","A0007615","7","1H",,"2015-01-01T00:37:31.000","2015-01-01T00:34:38.000","2015-01-01T00:34:38.000","18","TRAFFIC INCIDENT","70128"
"Curran Rd & Vincent Rd","UNF","UNFOUNDED","POINT (-89.95073773 30.0654048)",,,,,"3718171","571916","A0007715","7","2B",,"2015-01-01T00:46:57.000","2015-01-01T00:35:44.000","2015-01-01T00:37:47.000","94","DISCHARGING FIREARM","70128"
"011XX Merrill St","UNF","UNFOUNDED","POINT (-90.02551623 29.94466986)",,,,,"3695019","527734","A0007815","4","1A","2015-01-01T01:05:06.000","2015-01-01T01:20:57.000","2015-01-01T00:36:27.000","2015-01-01T00:59:52.000","37","AGGRAVATED ASSAULT","70114"
"007XX Decatur St","UNF","UNFOUNDED","POINT (-90.06241669 29.95714085)",,,,,"3683283","532138","A0007915","8","2A","2015-01-01T00:36:59.000","2015-01-01T01:29:51.000","2015-01-01T00:36:59.000",,"106","OBSCENITY, EXPOSING","70116"
"006XX Julia St","NAT","Necessary Action Taken","POINT (-90.07093137 29.94588521)",,,,,"3680632","528015","A0008015","8","2C","2015-01-01T00:45:28.000","2015-01-01T01:30:10.000","2015-01-01T00:37:06.000","2015-01-01T00:40:48.000","62A","BURGLAR ALARM, SILENT","70130"
"013XX Southlawn Blvd","UNF","UNFOUNDED","POINT (-90.02551547 29.94044791)",,,,,"3695037","526199","A0008115","4","1A","2015-01-01T01:32:47.000","2015-01-01T01:37:25.000","2015-01-01T00:37:10.000","2015-01-01T01:28:56.000","94","DISCHARGING FIREARM","70114"
"035XX Tulane Ave","NAT","Necessary Action Taken","POINT (-90.10021935 29.96597214)",,,,,"3671278","535218","A0008215","1","1A","2015-01-01T01:40:30.000","2015-01-01T02:14:02.000","2015-01-01T00:37:32.000","2015-01-01T01:28:39.000","103","DISTURBANCE (OTHER)","70119"
"037XX Clermont Dr","NAT","Necessary Action Taken","POINT (-90.05466582 29.99539483)",,,,,"3685582","546075","A0008315","3","1A",,"2015-01-01T00:38:23.000","2015-01-01T00:38:06.000","2015-01-01T00:38:20.000","94F","FIREWORKS","70122"
"005XX Bourbon St","NAT","Necessary Action Taken","POINT (-90.06694017 29.95733717)",,,,,"3681850","532193","A0008415","8","1H","2015-01-01T00:43:36.000","2015-01-01T00:51:25.000","2015-01-01T00:38:46.000","2015-01-01T00:41:11.000","21","COMPLAINT OTHER","70112"
"005XX Decatur St","RTF","REPORT TO FOLLOW","POINT (-90.0642417 29.95515119)",,,,,"3682713","531408","A0008515","8","1E","2015-01-01T00:42:04.000","2015-01-01T03:05:45.000","2015-01-01T00:42:04.000",,"67P","PICKPOCKET","70130"
"019XX Odeon Ave","NAT","Necessary Action Taken","POINT (-90.02305363 29.93455341)",,,,,"3695841","524064","A0008615","4","1H","2015-01-01T01:04:53.000","2015-01-01T01:25:55.000","2015-01-01T00:42:37.000","2015-01-01T01:02:33.000","21","COMPLAINT OTHER","70114"
"Danneel St & Seventh St","UNF","UNFOUNDED","POINT (-90.09060909 29.93307417)",,,,,"3674451","523288","A0008715","6","1A","2015-01-01T00:54:36.000","2015-01-01T01:01:15.000","2015-01-01T00:43:10.000","2015-01-01T00:43:52.000","66D","EXTORTION (THREATS) DOMESTIC",
"059XX Louisville St","NAT","Necessary Action Taken","POINT (-90.11146981 29.99778515)",,,,,"3667593","546748","A0008815","3","1A",,"2015-01-01T00:45:14.000","2015-01-01T00:44:13.000","2015-01-01T00:45:09.000","94F","FIREWORKS","70124"
"006XX S Carrollton Ave","NAT","Necessary Action Taken","POINT (-90.13385285 29.94376987)",,,,,"3660714","527032","A0008915","2","2C","2015-01-01T00:57:25.000","2015-01-01T01:04:03.000","2015-01-01T00:45:22.000","2015-01-01T00:47:11.000","62A","BURGLAR ALARM, SILENT","70118"
"N Galvez St & Bienville Ave (1I02)","UNF","UNFOUNDED","POINT (-90.08063362 29.96376779)",,,,,"3677488","534484","A0009015","1","2B",,"2015-01-01T00:52:49.000","2015-01-01T00:46:15.000","2015-01-01T00:52:45.000","94","DISCHARGING FIREARM","70119"
"014XX Hendee St","UNF","UNFOUNDED","POINT (-90.03892411 29.94007157)",,,,,"3690792","526014","A0009115","4","1F","2015-01-01T02:50:41.000","2015-01-01T02:54:43.000","2015-01-01T00:46:17.000","2015-01-01T02:39:20.000","68","UNAUTHORIZED USE OF VEHICLE","70114"
"029XX Cadiz St","NAT","Necessary Action Taken","POINT (-90.10571132 29.93891546)",,,,,"3669645","525361","A0009215","2","1H","2015-01-01T00:46:20.000","2015-01-01T00:47:32.000","2015-01-01T00:46:20.000",,"21","COMPLAINT OTHER","70115"
"Florida Ave & Elysian Fields Ave (5K01)","NAT","Necessary Action Taken","POINT (-90.05830808 29.98475994)",,,,,"3684472","542195","A0009315","5","1H","2015-01-01T00:46:34.000","2015-01-01T01:13:02.000","2015-01-01T00:46:34.000",,"21","COMPLAINT OTHER","70119"
"019XX Amelia St","NAT","Necessary Action Taken","POINT (-90.09561772 29.93062889)",,,,,"3672874","522382","A0009415","6","1A","2015-01-01T00:48:28.000","2015-01-01T01:16:04.000","2015-01-01T00:46:47.000","2015-01-01T00:47:51.000","103","DISTURBANCE (OTHER)","70115"
"077XX Sandpiper Dr","NAT","Necessary Action Taken","POINT (-89.95854337 30.06037744)",,,,,"3715724","570058","A0009515","7","2B",,"2015-01-01T01:00:04.000","2015-01-01T00:47:31.000","2015-01-01T00:48:10.000","64A","HOLD UP ALARM","70128"
"005XX Saint Peter St","RTF","REPORT TO FOLLOW","POINT (-90.06278989 29.9567187)",,,,,"3683167","531983","A0009615","8","1E","2015-01-01T00:47:37.000","2015-01-01T01:27:51.000","2015-01-01T00:47:37.000",,"67P","PICKPOCKET","70116"
"017XX Piety St","NAT","Necessary Action Taken","POINT (-90.03987345 29.97329654)",,,,,"3690355","538092","A0009715","5","2B","2015-01-01T00:57:40.000","2015-01-01T01:12:59.000","2015-01-01T00:47:43.000","2015-01-01T00:48:52.000","94","DISCHARGING FIREARM","70117"
