"block_address","disposition","dispositiontext","location","location_address","location_city","location_state","location_zip","mapx","mapy","nopd_item","policedistrict","priority","timearrive","timeclosed","timecreate","timedispatch","type","typetext","zip"
"045XX Prytania St","VOI","VOID","POINT (-90.10331568889242 29.924856698144307)",,,,,"3670459.00000000","520257.00000000","A0050412","2","1E",,"2012-01-01T04:34:32.000","2012-01-01T04:24:42.000",,"67","THEFT","70115"
"Canal St & N Murat St","NAT","NECESSARY ACTION TAKEN","POINT (-90.10495528722839 29.977611290248298)",,,,,"3669734.00000000","539435.00000000","A0050212","3","1H",,"2012-01-01T04:40:42.000","2012-01-01T04:24:44.000","2012-01-01T04:24:45.000","18","TRAFFIC  INCIDENT","70119"
"058XX Gen Haig St","NAT","NECESSARY ACTION TAKEN","POINT (-90.10253711652405 29.99618677871898)",,,,,"3670427.00000000","546198.00000000","A0050312","3","1H","2012-01-01T04:27:04.000","2012-01-01T04:31:22.000","2012-01-01T04:27:03.000","2012-01-01T04:27:04.000","21","COMPLAINT OTHER","70124"
"Bienville St & Clinton St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06541864114286 29.95342416075243)",,,,,"3682348.00000000","530776.00000000","A0050512","8","1H","2012-01-01T04:30:29.000","2012-01-01T06:55:13.000","2012-01-01T04:28:06.000","2012-01-01T04:28:15.000","21","COMPLAINT OTHER","70130"
"037XX Paris Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.07326316614285 29.99542307374752)",,,,,"3679696.00000000","546021.00000000","A0050812","3","2C","2012-01-01T04:36:06.000","2012-01-01T04:52:13.000","2012-01-01T04:28:52.000","2012-01-01T04:31:41.000","63","PROWLER","70122"
"Calliope St & S Peters St","RTF","REPORT TO FOLLOW","POINT (-90.06534719171546 29.938171969223013)",,,,,"3682432.00000000","525230.00000000","A0050612","6","2E","2012-01-01T04:37:48.000","2012-01-01T05:35:48.000","2012-01-01T04:29:01.000","2012-01-01T04:31:11.000","100","HIT & RUN","70130"
"003XX Bourbon St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06837696099961 29.95547113098435)",,,,,"3681403.00000000","531510.00000000","A0050712","8","1H",,"2012-01-01T04:38:05.000","2012-01-01T04:29:24.000","2012-01-01T04:29:26.000","21","COMPLAINT OTHER","70112"
"Bullard Ave & Morrison Rd","NAT","NECESSARY ACTION TAKEN","POINT (-89.96535577237759 30.051039864620087)",,,,,"3713610.00000000","566637.00000000","A0051112","7","2H","2012-01-01T04:39:43.000","2012-01-01T04:44:31.000","2012-01-01T04:29:54.000","2012-01-01T04:37:31.000","21","COMPLAINT OTHER","70128"
"007XX S Dupre St","NAT","NECESSARY ACTION TAKEN","POINT (-90.09455728362126 29.961547427694992)",,,,,"3673089.00000000","533629.00000000","A0050912","1","1G",,"2012-01-01T04:30:04.000","2012-01-01T04:29:58.000",,"17F","FUGITIVE ATTTACHMENT","70119"
"007XX S Dupre St","NAT","NECESSARY ACTION TAKEN","POINT (-90.09455728362126 29.961547427694992)",,,,,"3673089.00000000","533629.00000000","A0051012","1","1G",,"2012-01-01T04:30:05.000","2012-01-01T04:29:58.000",,"17F","FUGITIVE ATTTACHMENT","70119"
"013XX Seville Dr","RTF","REPORT TO FOLLOW","POINT (-90.08045594475485 30.009579845190455)",,,,,"3677363.00000000","551144.00000000","A0051212","3","1D","2012-01-01T04:36:09.000","2012-01-01T06:15:28.000","2012-01-01T04:30:38.000","2012-01-01T04:34:40.000","56","SIMPLE CRIMINAL DAMA","70122"
"S Bernadotte St & Cleveland Ave","UNF","UNFOUNDED","POINT (-90.108615162477 29.978470390412387)",,,,,"3668572.00000000","539735.00000000","A0051412","3","2H","2012-01-01T04:54:19.000","2012-01-01T05:21:37.000","2012-01-01T04:31:09.000","2012-01-01T04:45:45.000","21","COMPLAINT OTHER","70119"
"Gen De Gaulle Dr & Holiday Dr","NAT","NECESSARY ACTION TAKEN","POINT (-90.0145417240606 29.92084787320727)",,,,,"3698595.00000000","519112.00000000","A0051312","4","1H","2012-01-01T04:34:09.000","2012-01-01T04:34:11.000","2012-01-01T04:34:01.000","2012-01-01T04:34:04.000","18","TRAFFIC  INCIDENT","70114"
"Esplanade Ave & Royal St","RTF","REPORT TO FOLLOW","POINT (-90.0599773917471 29.96332935694008)",,,,,"3684031.00000000","534397.00000000","A0051512","8","1H",,"2012-01-01T04:37:04.000","2012-01-01T04:36:30.000","2012-01-01T04:36:34.000","21","COMPLAINT OTHER","70116"
"Iberville St & N Rampart St","NAT","NECESSARY ACTION TAKEN","POINT (-90.07183722225271 29.956543847810362)",,,,,"3680303.00000000","531888.00000000","A0051612","8","1H","2012-01-01T04:37:05.000","2012-01-01T04:49:51.000","2012-01-01T04:36:38.000","2012-01-01T04:36:40.000","21","COMPLAINT OTHER","70112"
"Franklin Ave & N Galvez St","NAT","NECESSARY ACTION TAKEN","POINT (-90.04854498314637 29.97922870978096)",,,,,"3687586.00000000","540219.00000000","A0051812","5","2H","2012-01-01T04:43:21.000","2012-01-01T06:04:06.000","2012-01-01T04:37:17.000","2012-01-01T04:39:34.000","21","COMPLAINT OTHER","70117"
"007XX Canal St","RTF","REPORT TO FOLLOW","POINT (-90.0692286018797 29.953059318448307)",,,,,"3681143.00000000","530630.00000000","A0051712","8","1H",,"2012-01-01T04:59:05.000","2012-01-01T04:37:36.000","2012-01-01T04:37:39.000","21L","LOST OR STOLEN","70130"
"013XX Magazine St","VOI","VOID","POINT (-90.07146509739302 29.93752404043246)",,,,,"3680497.00000000","524973.00000000","A0052012","6","2D",,"2012-01-01T04:44:36.000","2012-01-01T04:38:52.000","2012-01-01T04:40:49.000","35","SIMPLE BATTERY","70130"
"026XX Iberville St","NAT","NECESSARY ACTION TAKEN","POINT (-90.08518461965679 29.965515096041905)",,,,,"3676041.00000000","535104.00000000","A0052212","1","1H","2012-01-01T04:41:51.000","2012-01-01T05:22:14.000","2012-01-01T04:41:26.000","2012-01-01T04:41:28.000","21","COMPLAINT OTHER","70119"
"024XX S Johnson St","NAT","NECESSARY ACTION TAKEN","POINT (-90.09372306940664 29.94760262372796)",,,,,"3673408.00000000","528561.00000000","A0052312","6","1H","2012-01-01T05:04:59.000","2012-01-01T05:21:24.000","2012-01-01T04:42:06.000","2012-01-01T04:47:25.000","21","COMPLAINT OTHER","70125"
"013XX Thalia St","UNF","UNFOUNDED","POINT (-90.07218835937446 29.938507226175105)",,,,,"3680264.00000000","525328.00000000","A0052412","6","1A","2012-01-01T05:20:42.000","2012-01-01T05:20:50.000","2012-01-01T04:42:06.000","2012-01-01T05:15:59.000","107","SUSPICIOUS PERSON","70130"
"Decatur St & St Peter St","VOI","VOID","POINT (-90.06278724357207 29.956712525857526)",,,,,"3683168.00000000","531981.00000000","A0052812","8","1B",,"2012-01-01T04:53:48.000","2012-01-01T04:42:38.000",,"65","SIMPLE ROBBERY","70116"
"Frenchmen St & Marais St","RTF","REPORT TO FOLLOW","POINT (-90.05822829581926 29.969461408536624)",,,,,"3684560.00000000","536633.00000000","A0052512","5","2B","2012-01-01T04:53:03.000","2012-01-01T06:02:09.000","2012-01-01T04:42:48.000","2012-01-01T04:46:15.000","100","HIT & RUN","70116"
"003XX Royal St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06727941160821 29.955108575881717)",,,,,"3681752.00000000","531382.00000000","A0052612","8","1G",,"2012-01-01T04:46:43.000","2012-01-01T04:46:07.000","2012-01-01T04:46:11.000","58","RETURN FOR ADDITIONA","70130"
"Terpsichore & Magazine","NAT","NECESSARY ACTION TAKEN","POINT (-90.09130249683128 29.928206070179055)",,,,,"3674251.00000000","521516.00000000","A0052712","6","1H","2012-01-01T04:47:01.000","2012-01-01T04:48:49.000","2012-01-01T04:46:49.000","2012-01-01T04:46:54.000","18","TRAFFIC  INCIDENT","70115"
"015XX Filmore Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.07629092082631 30.011624622850274)",,,,,"3678673.00000000","551902.00000000","A0052912","3","2C","2012-01-01T04:51:34.000","2012-01-01T05:06:07.000","2012-01-01T04:46:54.000","2012-01-01T04:49:12.000","62A","BURGLAR ALARM, SILEN","70122"
"016XX S Lopez St","UNF","UNFOUNDED","POINT (-90.10407339972697 29.953821204968012)",,,,,"3670106.00000000","530787.00000000","A0053012","2","1A","2012-01-01T05:22:21.000","2012-01-01T05:58:54.000","2012-01-01T04:46:57.000","2012-01-01T05:06:14.000","34C","AGGRAVATED BATTERY B","70125"
"012XX Vallette St","NAT","NECESSARY ACTION TAKEN","POINT (-0.0000022929847665 0.0000009235500543)",,,,,"37369000","3513814","A0053112","0","1B","2012-01-01T05:08:46.000","2012-01-01T05:14:26.000","2012-01-01T04:47:16.000","2012-01-01T04:50:43.000","103M","MENTAL PATIENT","70114"
"Broadway St & Hickory St","NAT","NECESSARY ACTION TAKEN","POINT (-90.1191251105297 29.947000746439432)",,,,,"3665366.00000000","528256.00000000","A0053212","2","2H",,"2012-01-01T04:52:32.000","2012-01-01T04:48:18.000","2012-01-01T04:50:38.000","21","COMPLAINT OTHER","70118"
"008XX Bourbon St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06480175675452 29.9594709577918)",,,,,"3682519.00000000","532977.00000000","A0053912","8","2H",,"2012-01-01T05:34:59.000","2012-01-01T04:48:51.000","2012-01-01T04:56:58.000","21","COMPLAINT OTHER","70116"
"010XX Iberville St","UNF","UNFOUNDED","POINT (-90.070995774799 29.955906029437067)",,,,,"3680572.00000000","531659.00000000","A0053712","8","1A",,"2012-01-01T05:06:22.000","2012-01-01T04:50:36.000","2012-01-01T04:55:24.000","103","DISTURBANCE (OTHER)","70112"
"Gen De Gaulle Dr & Kabel Dr","NAT","NECESSARY ACTION TAKEN","POINT (-90.00826582616605 29.916321509945856)",,,,,"3700602.00000000","517489.00000000","A0053312","4","1D","2012-01-01T04:59:08.000","2012-01-01T06:24:30.000","2012-01-01T04:50:44.000","2012-01-01T04:50:48.000","98","DRIVING WHILE UNDER","70131"
"018XX Chippewa St","RTF","REPORT TO FOLLOW","POINT (-90.07029331965079 29.929070284376913)",,,,,"3680902.00000000","521903.00000000","A0053812","6","2B","2012-01-01T05:31:39.000","2012-01-01T06:11:49.000","2012-01-01T04:51:01.000","2012-01-01T05:22:04.000","103D","DOMESTIC DISTURBANCE","70130"
"001XX Baronne St","NAT","NECESSARY ACTION TAKEN","POINT (-90.07131565192404 29.954085850686564)",,,,,"3680478.00000000","530996.00000000","A0053412","8","1H","2012-01-01T05:23:22.000","2012-01-01T05:57:16.000","2012-01-01T04:51:31.000","2012-01-01T05:09:45.000","21","COMPLAINT OTHER","70112"
"010XX Iberville St","DUP","DUPLICATE","POINT (-90.07134161396873 29.95627784605236)",,,,,"3680461.00000000","531793.00000000","A0053512","8","1H",,"2012-01-01T04:53:43.000","2012-01-01T04:51:57.000",,"21","COMPLAINT OTHER","70112"
"Chef Menteur Hwy & Downman Rd","NAT","NECESSARY ACTION TAKEN","POINT (-90.02085169844909 30.009736142703755)",,,,,"3696226.00000000","551412.00000000","A0053612","7","1H","2012-01-01T04:53:26.000","2012-01-01T05:00:37.000","2012-01-01T04:52:04.000","2012-01-01T04:52:07.000","18","TRAFFIC  INCIDENT","70126"
"048XX Cleveland Ave","VOI","VOID","POINT (-90.10874132878834 29.97848531423997)",,,,,"3668532.00000000","539740.00000000","A0054012","3","2C",,"2012-01-01T04:59:20.000","2012-01-01T04:56:10.000",,"62A","BURGLAR ALARM, SILEN","70119"
"051XX St Claude Ave","RTF","REPORT TO FOLLOW","POINT (-90.02136788399982 29.96233409410139)",,,,,"3696260.00000000","534173.00000000","A0054112","5","2B","2012-01-01T05:04:48.000","2012-01-01T06:35:54.000","2012-01-01T04:59:02.000","2012-01-01T05:04:48.000","20I","AUTO ACCIDENT WITH I","70117"
"085XX Chef Menteur Hwy","NAT","NECESSARY ACTION TAKEN","POINT (-89.987366954952 30.014240819178383)",,,,,"3706804.00000000","553173.00000000","A0054212","7","1H","2012-01-01T05:49:30.000","2012-01-01T06:16:08.000","2012-01-01T04:59:05.000","2012-01-01T05:33:40.000","21","COMPLAINT OTHER","70127"
"Downman Rd Exit & I-10 W","NAT","NECESSARY ACTION TAKEN","POINT (-90.0190039795232 30.00656347343274)",,,,,"3696824.00000000","550265.00000000","A0054412","7","2H","2012-01-01T05:21:06.000","2012-01-01T05:59:30.000","2012-01-01T05:01:22.000","2012-01-01T05:14:38.000","18","TRAFFIC  INCIDENT","70126"
"010XX Marigny St","NAT","NECESSARY ACTION TAKEN","POINT (-90.05540802899623 29.967962805797054)",,,,,"3685459.00000000","536098.00000000","A0054612","8","2B","2012-01-01T05:21:58.000","2012-01-01T05:40:32.000","2012-01-01T05:01:37.000","2012-01-01T05:06:40.000","24","AMBULANCE REQUEST","70117"
"Downman Rd & Jamison St","NAT","NECESSARY ACTION TAKEN","POINT (-90.02142823704159 30.01562960822346)",,,,,"3696019.00000000","553553.00000000","A0054312","7","1H","2012-01-01T05:06:48.000","2012-01-01T05:07:01.000","2012-01-01T05:03:14.000","2012-01-01T05:03:17.000","18","TRAFFIC  INCIDENT","70126"
"012XX S Broad St","NAT","NECESSARY ACTION TAKEN","POINT (-90.09685731072953 29.953833343560092)",,,,,"3672391.00000000","530816.00000000","A0054512","6","1H","2012-01-01T05:03:45.000","2012-01-01T05:04:44.000","2012-01-01T05:03:44.000","2012-01-01T05:03:45.000","18","TRAFFIC  INCIDENT","70125"
"001XX City Park Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.11230623854401 29.981430658437805)",,,,,"3667392.00000000","540799.00000000","A0054712","3","1H",,"2012-01-01T05:08:01.000","2012-01-01T05:06:11.000","2012-01-01T05:06:19.000","21","COMPLAINT OTHER","70119"
"011XX Poland Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.03159187545899 29.964940880591534)",,,,,"3693012.00000000","535084.00000000","A0054812","5","1H","2012-01-01T05:06:27.000","2012-01-01T05:33:54.000","2012-01-01T05:06:17.000","2012-01-01T05:06:19.000","21","COMPLAINT OTHER","70117"
"S Saratoga St & Thalia St","GOA","GONE ON ARRIVAL","POINT (-90.080192979388 29.942749961844875)",,,,,"3677712.00000000","526843.00000000","A0054912","6","1C",,"2012-01-01T06:33:24.000","2012-01-01T05:07:23.000","2012-01-01T06:22:56.000","103","DISTURBANCE (OTHER)","70113"
"005XX Bourbon St","NAT","NECESSARY ACTION TAKEN","POINT (-90.0669833929221 29.95703347475466)",,,,,"3681838.00000000","532083.00000000","A0055012","8","1H",,"2012-01-01T05:26:04.000","2012-01-01T05:07:53.000","2012-01-01T05:08:05.000","21","COMPLAINT OTHER","70112"
"088XX Fig St","NAT","NECESSARY ACTION TAKEN","POINT (-90.12180525991351 29.965010334926195)",,,,,"3664448.00000000","534796.00000000","A0055212","2","2B","2012-01-01T05:20:13.000","2012-01-01T05:53:45.000","2012-01-01T05:08:09.000","2012-01-01T05:10:46.000","52F","FIRE","70118"
"I-10 W & Louisa St","DUP","DUPLICATE","POINT (-90.03555161329197 30.00288040356195)",,,,,"3691602.00000000","548866.00000000","A0055312","3","2C",,"2012-01-01T05:32:41.000","2012-01-01T05:08:39.000","2012-01-01T05:16:03.000","20","AUTO ACCIDENT","70126"
"004XX Bourbon St","RTF","REPORT TO FOLLOW","POINT (-90.06766883413155 29.95627557056932)",,,,,"3681624.00000000","531805.00000000","A0055112","8","1H",,"2012-01-01T05:09:13.000","2012-01-01T05:08:55.000","2012-01-01T05:08:59.000","21","COMPLAINT OTHER","70112"
"Decatur St & Esplanade Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.05806767218385 29.962012865940665)",,,,,"3684641.00000000","533925.00000000","A0055912","8","1H","2012-01-01T06:18:37.000","2012-01-01T06:27:55.000","2012-01-01T05:09:07.000","2012-01-01T05:35:15.000","21","COMPLAINT OTHER","70116"
"017XX Highrise W","DUP","DUPLICATE","POINT (-90.02568744248445 30.005057033783128)",,,,,"3694715.00000000","549693.00000000","A0055412","3","2H",,"2012-01-01T05:14:57.000","2012-01-01T05:09:27.000",,"18","TRAFFIC  INCIDENT","70126"
"003XX Bourbon St","NAT","NECESSARY ACTION TAKEN","POINT (-90.0683265635987 29.95570989615306)",,,,,"3681418.00000000","531597.00000000","A0055512","8","1C",,"2012-01-01T05:18:28.000","2012-01-01T05:10:54.000","2012-01-01T05:10:56.000","103","DISTURBANCE (OTHER)","70112"
"007XX Conti St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06691898719887 29.955638606860976)",,,,,"3681864.00000000","531576.00000000","A0055612","8","1H","2012-01-01T05:12:24.000","2012-01-01T06:30:17.000","2012-01-01T05:11:21.000","2012-01-01T05:12:20.000","21","COMPLAINT OTHER","70130"
"006XX Blk Of Bourbon St","RTF","REPORT TO FOLLOW","POINT (-0.0000022929847665 0.0000009235500543)",,,,,"37369000","3513814","A0055712","0","0E","2012-01-01T05:12:10.000","2012-01-01T05:35:57.000","2012-01-01T05:12:09.000","2012-01-01T05:12:10.000","21L","LOST OR STOLEN",
"003XX Bourbon St","NAT","NECESSARY ACTION TAKEN","POINT (-90.0683265635987 29.95570989615306)",,,,,"3681418.00000000","531597.00000000","A0055812","8","1H",,"2012-01-01T05:39:46.000","2012-01-01T05:12:41.000","2012-01-01T05:12:44.000","21","COMPLAINT OTHER","70112"
"011XX Simon Bolivar Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.07969902068147 29.945121253941632)",,,,,"3677859.00000000","527707.00000000","A0056312","6","1C","2012-01-01T05:22:21.000","2012-01-01T06:22:15.000","2012-01-01T05:14:02.000","2012-01-01T05:19:55.000","103","DISTURBANCE (OTHER)","70113"
"Gravier St & Magazine St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06765949242495 29.95053898679294)",,,,,"3681650.00000000","529719.00000000","A0056112","8","1H","2012-01-01T05:39:50.000","2012-01-01T05:47:51.000","2012-01-01T05:14:34.000","2012-01-01T05:21:31.000","21","COMPLAINT OTHER","70130"
"Camp St & Canal St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06829798756911 29.952483875353266)",,,,,"3681440.00000000","530424.00000000","A0056012","8","1H","2012-01-01T05:42:07.000","2012-01-01T05:46:29.000","2012-01-01T05:15:59.000","2012-01-01T05:35:44.000","21","COMPLAINT OTHER","70130"
"I-10 W & Louisa St","RTF","REPORT TO FOLLOW","POINT (-90.03555161329197 30.00288040356195)",,,,,"3691602.00000000","548866.00000000","A0056212","3","1H","2012-01-01T05:50:50.000","2012-01-01T08:20:45.000","2012-01-01T05:17:10.000","2012-01-01T05:17:15.000","20X","POLICE VEHICLE ACCID","70126"
"006XX Bourbon St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06629127670833 29.95781881107571)",,,,,"3682054.00000000","532371.00000000","A0056512","8","2C",,"2012-01-01T05:41:51.000","2012-01-01T05:17:53.000","2012-01-01T05:21:01.000","103","DISTURBANCE (OTHER)","70112"
"022XX Canal St","NAT","NECESSARY ACTION TAKEN","POINT (-90.08225922371912 29.962302830071884)",,,,,"3676980.00000000","533946.00000000","A0056412","1","2H","2012-01-01T05:31:42.000","2012-01-01T06:48:31.000","2012-01-01T05:18:02.000","2012-01-01T05:20:04.000","21","COMPLAINT OTHER","70119"
"014XX Foucher St","RTF","REPORT TO FOLLOW","POINT (-90.09262557804215 29.924885555040785)",,,,,"3673845.00000000","520304.00000000","A0056612","6","2B","2012-01-01T05:27:41.000","2012-01-01T06:07:09.000","2012-01-01T05:18:08.000","2012-01-01T05:22:26.000","103D","DOMESTIC DISTURBANCE","70115"
"033XX S Claiborne Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.09667376779065 29.94112390701945)",,,,,"3672499.00000000","526195.00000000","A0056712","6","1H","2012-01-01T05:31:00.000","2012-01-01T06:27:46.000","2012-01-01T05:23:06.000","2012-01-01T05:25:41.000","21","COMPLAINT OTHER","70115"
"045XX Eden St","UNF","UNFOUNDED","POINT (-90.10562245990097 29.953942916765875)",,,,,"3669615.00000000","530826.00000000","A0056812","2","2C","2012-01-01T05:33:03.000","2012-01-01T05:40:52.000","2012-01-01T05:23:16.000","2012-01-01T05:27:50.000","63","PROWLER","70125"
"032XX Magazine St","NAT","NECESSARY ACTION TAKEN","POINT (-90.08730058300931 29.923545471484136)",,,,,"3675537.00000000","519835.00000000","A0056912","6","2C","2012-01-01T05:49:53.000","2012-01-01T06:03:34.000","2012-01-01T05:28:23.000","2012-01-01T05:35:50.000","62A","BURGLAR ALARM, SILEN","70115"
"Bourbon St & St Peter St","NAT","NECESSARY ACTION TAKEN","POINT (-90.0656621645673 29.95861575072561)",,,,,"3682250.00000000","532663.00000000","A0057012","8","2B",,"2012-01-01T05:46:10.000","2012-01-01T05:29:25.000","2012-01-01T05:29:29.000","24","AMBULANCE REQUEST","70112"
"016XX St Charles Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.07590762971769 29.93827607608469)",,,,,"3679087.00000000","525231.00000000","A0057112","6","2B",,"2012-01-01T05:32:49.000","2012-01-01T05:30:25.000","2012-01-01T05:32:46.000","62L","BURGLAR ALARM, LOCAL","70130"
"020XX Allen St","GOA","GONE ON ARRIVAL","POINT (-90.06456856257526 29.977560907537832)",,,,,"3682520.00000000","539556.00000000","A0057212","5","2C","2012-01-01T05:36:59.000","2012-01-01T05:49:57.000","2012-01-01T05:31:02.000","2012-01-01T05:34:06.000","63","PROWLER","70116"
"Andrew Higgins Blvd & Constance","NAT","NECESSARY ACTION TAKEN","POINT (-90.0690738953836 29.94258858663462)",,,,,"3681234.00000000","526823.00000000","A0057412","8","1H","2012-01-01T06:09:24.000","2012-01-01T06:17:35.000","2012-01-01T05:31:13.000","2012-01-01T05:50:30.000","21","COMPLAINT OTHER","70130"
"015XX Bienville St","RTF","REPORT TO FOLLOW","POINT (-90.07387075597181 29.959065821524206)",,,,,"3679649.00000000","532798.00000000","A0057312","1","1D",,"2012-01-01T05:34:56.000","2012-01-01T05:34:35.000","2012-01-01T05:34:41.000","35","SIMPLE BATTERY","70112"
"Royal & Orleans","RTF","REPORT TO FOLLOW","POINT (-0.0000022929847665 0.0000009235500543)",,,,,"37369000","3513814","A0057512","0","1H","2012-01-01T05:37:42.000","2012-01-01T06:03:55.000","2012-01-01T05:37:42.000","2012-01-01T05:37:42.000","21","COMPLAINT OTHER",
"005XX Bourbon St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06702273289885 29.95716860313981)",,,,,"3681825.00000000","532132.00000000","A0057612","8","1H",,"2012-01-01T06:29:40.000","2012-01-01T05:38:04.000","2012-01-01T05:38:08.000","21","COMPLAINT OTHER","70112"
"Burgundy St & St Louis St","UNF","UNFOUNDED","POINT (-90.06885972396994 29.958245016428304)",,,,,"3681239.00000000","532517.00000000","A0057812","8","2C",,"2012-01-01T06:13:56.000","2012-01-01T05:39:31.000","2012-01-01T05:46:38.000","103","DISTURBANCE (OTHER)","70112"
"Pauline St & N Rampart St","NAT","NECESSARY ACTION TAKEN","POINT (-90.03761657812254 29.96480508797923)",,,,,"3691105.00000000","535013.00000000","A0057712","5","1H","2012-01-01T05:45:06.000","2012-01-01T06:37:16.000","2012-01-01T05:40:54.000","2012-01-01T05:41:00.000","21","COMPLAINT OTHER","70117"
"034XX Metropolitan St","NAT","NECESSARY ACTION TAKEN","POINT (-90.03586581658706 29.992329046329527)",,,,,"3691546.00000000","545028.00000000","A0057912","5","2C","2012-01-01T05:53:22.000","2012-01-01T06:10:06.000","2012-01-01T05:42:29.000","2012-01-01T05:45:30.000","62A","BURGLAR ALARM, SILEN","70126"
"N Carrollton Ave & St Peter St","NAT","NECESSARY ACTION TAKEN","POINT (-90.09605686373482 29.97891117937438)",,,,,"3672546.00000000","539938.00000000","A0058012","3","1H","2012-01-01T05:43:53.000","2012-01-01T05:54:57.000","2012-01-01T05:43:41.000","2012-01-01T05:43:46.000","18","TRAFFIC  INCIDENT","70119"
"Arts St & N Robertson St","NAT","NECESSARY ACTION TAKEN","POINT (-90.0501852283924 29.973024226921666)",,,,,"3687092.00000000","537957.00000000","A0058112","5","1H","2012-01-01T05:44:44.000","2012-01-01T06:23:00.000","2012-01-01T05:44:37.000","2012-01-01T05:44:39.000","18","TRAFFIC  INCIDENT","70117"
"038XX Clermont Dr","RTF","REPORT TO FOLLOW","POINT (-90.05522732409457 29.99686068583477)",,,,,"3685399.00000000","546607.00000000","A0058212","3","1B","2012-01-01T07:17:08.000","2012-01-01T08:15:32.000","2012-01-01T05:45:31.000","2012-01-01T07:11:52.000","67A","AUTO THEFT","70122"
"Bourbon St & Iberville St","RTF","REPORT TO FOLLOW","POINT (-90.06914767128782 29.954711288829333)",,,,,"3681162.00000000","531231.00000000","A0058312","8","1H","2012-01-01T06:17:43.000","2012-01-01T06:25:58.000","2012-01-01T05:51:06.000","2012-01-01T05:51:10.000","21","COMPLAINT OTHER","70112"
"010XX N Peters St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06047057049753 29.959082634299943)",,,,,"3683892.00000000","532851.00000000","A0058412","8","2B","2012-01-01T06:07:01.000","2012-01-01T06:39:02.000","2012-01-01T05:51:14.000","2012-01-01T05:53:07.000","24","AMBULANCE REQUEST","70116"
"019XX N Rampart St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06016068861858 29.96728012257722)",,,,,"3683957.00000000","535833.00000000","A0058512","8","1H","2012-01-01T06:09:08.000","2012-01-01T06:28:21.000","2012-01-01T05:54:43.000","2012-01-01T05:59:23.000","18","TRAFFIC  INCIDENT","70116"
"S Claiborne Ave & Nashville Ave","RTF","REPORT TO FOLLOW","POINT (-90.11198150033889 29.94268039641476)",,,,,"3667645.00000000","526709.00000000","A0058612","2","2B","2012-01-01T06:01:30.000","2012-01-01T06:32:01.000","2012-01-01T05:55:26.000","2012-01-01T06:01:20.000","100I","HIT & RUN  WITH INJU","70125"
"016XX St Charles Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.07590762971769 29.93827607608469)",,,,,"3679087.00000000","525231.00000000","A0058812","6","1A",,"2012-01-01T06:22:53.000","2012-01-01T06:01:29.000","2012-01-01T06:15:43.000","62L","BURGLAR ALARM, LOCAL","70130"
"N Carrollton Ave & Iberville St","NAT","NECESSARY ACTION TAKEN","POINT (-90.09976381079036 29.975450750801855)",,,,,"3671386.00000000","538667.00000000","A0058912","3","1H","2012-01-01T06:03:14.000","2012-01-01T06:23:39.000","2012-01-01T06:03:08.000","2012-01-01T06:03:11.000","21","COMPLAINT OTHER","70119"
"042XX N Rampart St","NAT","NECESSARY ACTION TAKEN","POINT (-90.0338653419359 29.964011849044443)",,,,,"3692296.00000000","534738.00000000","A0059012","5","1H","2012-01-01T06:04:12.000","2012-01-01T06:33:52.000","2012-01-01T06:04:00.000","2012-01-01T06:04:10.000","21","COMPLAINT OTHER","70117"
"038XX Washington Ave","UNF","UNFOUNDED","POINT (-90.09915275105338 29.94875916279044)",,,,,"3671684.00000000","528963.00000000","A0059112","6","1A","2012-01-01T07:30:02.000","2012-01-01T07:34:23.000","2012-01-01T06:04:01.000","2012-01-01T07:11:29.000","67","THEFT","70125"
"Pleasure St & Spain St","NAT","NECESSARY ACTION TAKEN","POINT (-90.05520294247404 29.99309297108719)",,,,,"3685422.00000000","545237.00000000","A0059212","3","2B","2012-01-01T06:12:52.000","2012-01-01T06:37:12.000","2012-01-01T06:06:14.000","2012-01-01T06:06:54.000","52F","FIRE","70122"
"003XX Bourbon St","NAT","NECESSARY ACTION TAKEN","POINT (-90.0683137587168 29.955723523031953)",,,,,"3681422.00000000","531602.00000000","A0059312","8","1H","2012-01-01T06:11:33.000","2012-01-01T06:24:48.000","2012-01-01T06:08:02.000","2012-01-01T06:08:06.000","21","COMPLAINT OTHER","70112"
