"block_address","disposition","dispositiontext","location","location_address","location_city","location_state","location_zip","mapx","mapy","nopd_item","policedistrict","priority","timearrive","timeclosed","timecreate","timedispatch","type_","typetext","zip"
"051XX Saint Claude Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.02136788399982 29.96233409410139)",,,,,"3696260.00000000","534173.00000000","A0046413","5","1C","2013-01-01T04:23:32.000","2013-01-01T05:00:52.000","2013-01-01T04:23:08.000","2013-01-01T04:23:08.000","103","DISTURBANCE (OTHER)","70117"
"Loyola Ave & Poydras St","NAT","NECESSARY ACTION TAKEN","POINT (-90.07560646160478 29.95064818977568)",,,,,"3679133.00000000","529731.00000000","A0046513","8","1H","2013-01-01T04:39:33.000","2013-01-01T04:39:54.000","2013-01-01T04:23:12.000","2013-01-01T04:23:12.000","18","TRAFFIC INCIDENT","70113"
"078XX Saint Charles Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.1318647351702 29.94138397827972)",,,,,"3661353.00000000","526171.00000000","A0046613","2","2C","2013-01-01T04:33:08.000","2013-01-01T04:42:34.000","2013-01-01T04:22:12.000","2013-01-01T04:28:05.000","63","PROWLER","70118"
"012XX Annunciation St","UNF","UNFOUNDED","POINT (-90.06859840868 29.938747764525388)",,,,,"3681400.00000000","525428.00000000","A0046713","6","1E","2013-01-01T05:18:39.000","2013-01-01T06:03:32.000","2013-01-01T04:22:56.000","2013-01-01T05:13:28.000","100","HIT & RUN","70130"
"021XX N Claiborne Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.0581432683293 29.973148324913314)",,,,,"3684572.00000000","537974.00000000","A0046813","5","1H","2013-01-01T04:28:27.000","2013-01-01T05:01:04.000","2013-01-01T04:28:25.000","2013-01-01T04:28:26.000","21","COMPLAINT OTHER","70116"
"004XX Esplanade Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.05748554617026 29.961844973519298)",,,,,"3684826.00000000","533866.00000000","A0046913","8","2H",,"2013-01-01T04:42:52.000","2013-01-01T04:28:12.000","2013-01-01T04:30:34.000","21","COMPLAINT OTHER","70116"
"025XX Franklin Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.04856635417684 29.983455655013344)",,,,,"3687562.00000000","541756.00000000","A0047013","5","1H","2013-01-01T04:29:13.000","2013-01-01T05:19:42.000","2013-01-01T04:29:11.000","2013-01-01T04:29:11.000","21","COMPLAINT OTHER","70117"
"Decatur St & Marigny St","NAT","NECESSARY ACTION TAKEN","POINT (-90.05505838872978 29.96271241800882)",,,,,"3685591.00000000","534190.00000000","A0047113","8","1H",,"2013-01-01T04:38:28.000","2013-01-01T04:30:11.000","2013-01-01T04:30:12.000","18","TRAFFIC INCIDENT","70117"
"044XX Magazine St","NAT","NECESSARY ACTION TAKEN","POINT (-90.10179431693798 29.92073671461908)",,,,,"3670957.00000000","518764.00000000","A0047213","2","2C","2013-01-01T04:57:22.000","2013-01-01T05:08:28.000","2013-01-01T04:29:22.000","2013-01-01T04:55:07.000","62A","BURGLAR ALARM, SILEN","70115"
"005XX Saint Louis St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06429815964049 29.95511560768548)",,,,,"3682696.00000000","531395.00000000","A0047313","8","1H","2013-01-01T04:30:50.000","2013-01-01T04:59:22.000","2013-01-01T04:30:44.000","2013-01-01T04:30:44.000","21","COMPLAINT OTHER","70130"
"043XX Tulane Ave","RTF","REPORT TO FOLLOW","POINT (-90.10871414716598 29.970149877143722)",,,,,"3668573.00000000","536709.00000000","A0047413","3","2B","2013-01-01T04:38:12.000","2013-01-01T06:33:43.000","2013-01-01T04:30:12.000","2013-01-01T04:34:38.000","35D","SIMPLE BATTERY DOMES","70119"
"003XX Bourbon St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06837696099961 29.95547113098435)",,,,,"3681403.00000000","531510.00000000","A0047513","8","1H",,"2013-01-01T04:51:59.000","2013-01-01T04:33:20.000","2013-01-01T04:33:20.000","21","COMPLAINT OTHER","70112"
"I-10 E & Louisa St Exit","RTF","REPORT TO FOLLOW","POINT (-90.04070531384815 30.00040387124831)",,,,,"3689981.00000000","547947.00000000","A0047613","3","1C","2013-01-01T05:14:11.000","2013-01-01T06:38:48.000","2013-01-01T04:30:08.000","2013-01-01T04:35:42.000","20","AUTO ACCIDENT","70126"
"Bourbon St & Saint Ann St","RTF","REPORT TO FOLLOW","POINT (-90.06487105274557 29.959485375763993)",,,,,"3682497.00000000","532982.00000000","A0047713","8","1H",,"2013-01-01T04:34:18.000","2013-01-01T04:33:55.000","2013-01-01T04:33:55.000","21","COMPLAINT OTHER","70116"
"Julia St & Magazine St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06919338457134 29.94536998498377)",,,,,"3681185.00000000","527834.00000000","A0047813","8","1H","2013-01-01T05:05:32.000","2013-01-01T05:28:23.000","2013-01-01T04:34:01.000","2013-01-01T04:34:01.000","21","COMPLAINT OTHER","70130"
"008XX Decatur St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06203008574522 29.957642961914523)",,,,,"3683404.00000000","532322.00000000","A0047913","8","2C","2013-01-01T04:41:39.000","2013-01-01T04:47:25.000","2013-01-01T04:34:06.000","2013-01-01T04:35:25.000","62A","BURGLAR ALARM, SILEN","70116"
"Joseph St & Tchoupitoulas St","UNF","UNFOUNDED","POINT (-90.1183445851922 29.916443881264556)",,,,,"3665731.00000000","517147.00000000","A0048013","2","2C","2013-01-01T04:45:12.000","2013-01-01T04:54:44.000","2013-01-01T04:31:48.000","2013-01-01T04:40:18.000","106","OBSCENITY, EXPOSING","70115"
"004XX Bourbon St","NAT","NECESSARY ACTION TAKEN","POINT (-90.0675087185016 29.956450030141625)",,,,,"3681674.00000000","531869.00000000","A0048113","8","2C","2013-01-01T05:08:54.000","2013-01-01T05:56:09.000","2013-01-01T04:34:54.000","2013-01-01T04:47:01.000","62A","BURGLAR ALARM, SILEN","70112"
"N Claiborne Ave & Orleans Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.07302074210017 29.964103919531826)",,,,,"3679898.00000000","534633.00000000","A0048213","1","1H","2013-01-01T04:38:59.000","2013-01-01T04:58:32.000","2013-01-01T04:38:51.000","2013-01-01T04:38:53.000","18","TRAFFIC INCIDENT","70116"
"001XX Bourbon St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06978311579051 29.953908893404925)",,,,,"3680964.00000000","530937.00000000","A0048313","8","1H","2013-01-01T05:18:28.000","2013-01-01T06:05:22.000","2013-01-01T04:39:21.000","2013-01-01T04:39:21.000","21","COMPLAINT OTHER","70112"
"St Peter & River","NAT","NECESSARY ACTION TAKEN","POINT (-0.0000022929847665 0.0000009235500543)",,,,,"37369000","3513814","A0483513","0","1F",,"2013-01-04T13:48:11.000","2013-01-04T13:47:57.000",,"17M","MUNICIPAL ATTACHMENT",
"014XX N Galvez St","RTF","REPORT TO FOLLOW","POINT (-90.07186413596364 29.9736490528716)",,,,,"3680226.00000000","538108.00000000","A0048413","1","1H","2013-01-01T04:44:39.000","2013-01-01T05:49:46.000","2013-01-01T04:38:12.000","2013-01-01T04:41:45.000","21","COMPLAINT OTHER","70116"
"047XX Hauck Dr","RTF","REPORT TO FOLLOW","POINT (-89.96276756600048 30.023628544232977)",,,,,"3714548.00000000","556679.00000000","A0048513","7","1A","2013-01-01T05:28:25.000","2013-01-01T06:31:55.000","2013-01-01T04:36:08.000","2013-01-01T05:22:05.000","103D","DOMESTIC DISTURBANCE","70127"
"004XX Canal St","NAT","NECESSARY ACTION TAKEN","POINT (-0.0000022929847665 0.0000009235500543)",,,,,"37369000","3513814","A0048613","0","2B","2013-01-01T04:42:25.000","2013-01-01T05:00:33.000","2013-01-01T04:42:15.000","2013-01-01T04:42:19.000","24","MEDICAL","70130"
"I-10 E & Louisa St","DUP","DUPLICATE","POINT (-90.03553728466733 30.00276751288465)",,,,,"3691607.00000000","548825.00000000","A0048713","3","2E",,"2013-01-01T04:46:51.000","2013-01-01T04:42:50.000",,"100","HIT & RUN","70126"
"033XX Saint Charles Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.09057912843716 29.928743738491274)",,,,,"3674478.00000000","521714.00000000","A0048813","6","2H","2013-01-01T04:51:09.000","2013-01-01T05:06:01.000","2013-01-01T04:42:20.000","2013-01-01T04:50:05.000","21","COMPLAINT OTHER","70115"
"Saint Claude Ave & Saint Ferdina","NAT","NECESSARY ACTION TAKEN","POINT (-90.04826937857923 29.968501041186027)",,,,,"3687717.00000000","536319.00000000","A0048913","5","1H","2013-01-01T04:45:21.000","2013-01-01T05:00:37.000","2013-01-01T04:45:19.000","2013-01-01T04:45:20.000","18","TRAFFIC INCIDENT","70117"
"030XX Baudin St","UNF","UNFOUNDED","POINT (-90.09377718982431 29.964345068171983)",,,,,"3673325.00000000","534649.00000000","A0049013","1","1H","2013-01-01T07:38:33.000","2013-01-01T07:45:29.000","2013-01-01T04:44:00.000","2013-01-01T07:24:03.000","21","COMPLAINT OTHER","70119"
"073XX Freret St","UNF","UNFOUNDED","POINT (-90.12505700094165 29.941126384841066)",,,,,"3663510.00000000","526100.00000000","A0049113","2","1H",,"2013-01-01T06:54:18.000","2013-01-01T04:45:28.000","2013-01-01T05:08:43.000","94F","FIREWORKS","70118"
"007XX S Claiborne Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.08425401255218 29.952309061426856)",,,,,"3676388.00000000","530305.00000000","A0049213","1","2C","2013-01-01T04:59:37.000","2013-01-01T05:00:28.000","2013-01-01T04:46:06.000","2013-01-01T04:49:01.000","62A","BURGLAR ALARM, SILEN","70113"
"X Poydras St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06327121931763 29.94796670231775)",,,,,"3683050.00000000","528799.00000000","A0049313","8","1H","2013-01-01T04:51:33.000","2013-01-01T06:02:39.000","2013-01-01T04:48:13.000","2013-01-01T04:48:13.000","21","COMPLAINT OTHER","70130"
"013XX Saint Anthony St","RTF","REPORT TO FOLLOW","POINT (-90.06179989164782 29.97074996158229)",,,,,"3683424.00000000","537089.00000000","A0049413","5","1C","2013-01-01T08:21:58.000","2013-01-01T10:43:33.000","2013-01-01T04:49:15.000","2013-01-01T07:54:43.000","62R","RESIDENCE BURGLARY","70116"
"Conti St & N Peters St","GOA","GONE ON ARRIVAL","POINT (-90.06467619091542 29.9541952538409)",,,,,"3682580.00000000","531059.00000000","A0049513","8","2B","2013-01-01T04:56:05.000","2013-01-01T05:17:11.000","2013-01-01T04:51:08.000","2013-01-01T04:52:11.000","103F","FIGHT","70130"
"008XX Navarre Ave","NAT","NECESSARY ACTION TAKEN","POINT (-0.0000022929847665 0.0000009235500543)",,,,,"37369000","3513814","A0049613","0","2B","2013-01-01T04:53:42.000","2013-01-01T04:56:02.000","2013-01-01T04:53:19.000","2013-01-01T04:53:38.000","24","MEDICAL","70124"
"001XX Country Club Dr","UNF","UNFOUNDED","POINT (-90.11710328460218 29.991116472202467)",,,,,"3665836.00000000","544305.00000000","A0049713","3","1E","2013-01-01T07:43:37.000","2013-01-01T07:48:03.000","2013-01-01T04:53:22.000","2013-01-01T07:21:28.000","100","HIT & RUN","70124"
"024XX Elysian Fields Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.05822795329058 29.9815971155904)",,,,,"3684511.00000000","541046.00000000","A0049813","5","1H","2013-01-01T05:10:45.000","2013-01-01T05:46:27.000","2013-01-01T04:57:18.000","2013-01-01T04:57:18.000","21","COMPLAINT OTHER","70119"
"Bienville St & Decatur St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06567216873344 29.953602603318565)",,,,,"3682267.00000000","530840.00000000","A0049913","8","1H",,"2013-01-01T05:14:58.000","2013-01-01T04:57:55.000","2013-01-01T04:57:56.000","21","COMPLAINT OTHER","70130"
"Downman Rd & Morrison Rd","VOI","VOID","POINT (-90.02441436118553 30.025982757846368)",,,,,"3695031.00000000","557307.00000000","A0050013","7","1E",,"2013-01-01T05:41:53.000","2013-01-01T04:53:22.000",,"100","HIT & RUN","70126"
"014XX Decatur St","UNF","UNFOUNDED","POINT (-90.05790672211468 29.962250555770353)",,,,,"3684691.00000000","534012.00000000","A0050113","8","0A","2013-01-01T07:45:24.000","2013-01-01T07:46:49.000","2013-01-01T04:56:08.000","2013-01-01T07:42:03.000","21L","LOST OR STOLEN","70116"
"078XX Saint Charles Ave","RTF","REPORT TO FOLLOW","POINT (-90.13187196423921 29.9410457961347)",,,,,"3661352.00000000","526048.00000000","A0050213","2","1H","2013-01-01T05:35:50.000","2013-01-01T10:06:29.000","2013-01-01T04:59:02.000","2013-01-01T05:27:38.000","35","SIMPLE BATTERY","70118"
"007XX S Dupre St","NAT","NECESSARY ACTION TAKEN","POINT (-90.09455728362126 29.961547427694992)",,,,,"3673089.00000000","533629.00000000","A0050313","1","1G",,"2013-01-01T05:03:22.000","2013-01-01T05:03:21.000",,"17F","FUGITIVE ATTACHMENT","70119"
"S Claiborne Exit & US90B Exit","RTF","REPORT TO FOLLOW","POINT (-90.08690000128136 29.952083903469813)",,,,,"3675551.00000000","530214.00000000","A0050413","6","2B","2013-01-01T05:43:38.000","2013-01-01T07:07:39.000","2013-01-01T05:03:00.000","2013-01-01T05:06:43.000","20I","AUTO ACCIDENT WITH I","70113"
"007XX S Dupre St","NAT","NECESSARY ACTION TAKEN","POINT (-90.09455728362126 29.961547427694992)",,,,,"3673089.00000000","533629.00000000","A0050513","1","1H",,"2013-01-01T05:04:03.000","2013-01-01T05:04:02.000",,"21","COMPLAINT OTHER","70119"
"013XX Flanders St","NAT","NECESSARY ACTION TAKEN","POINT (-0.0000022929847665 0.0000009235500543)",,,,,"37369000","3513814","A0050613","0","2B","2013-01-01T05:12:23.000","2013-01-01T05:36:16.000","2013-01-01T05:04:25.000","2013-01-01T05:06:43.000","103M","MENTAL PATIENT","70114"
"Dauphine St & Toulouse St","RTF","REPORT TO FOLLOW","POINT (-90.06725624553408 29.958427598059018)",,,,,"3681746.00000000","532589.00000000","A0050713","8","1H","2013-01-01T05:06:30.000","2013-01-01T05:15:37.000","2013-01-01T05:06:20.000","2013-01-01T05:06:24.000","21","COMPLAINT OTHER","70112"
"010XX Chartres St","VOI","VOID","POINT (-90.06139615361387 29.960054082902992)",,,,,"3683595.00000000","533201.00000000","A0053713","8","2C",,"2013-01-01T05:39:16.000","2013-01-01T05:36:10.000",,"62A","BURGLAR ALARM, SILEN","70116"
"N Claiborne Ave & Saint Ann St","NAT","NECESSARY ACTION TAKEN","POINT (-90.07291256470927 29.964916880932496)",,,,,"3679929.00000000","534929.00000000","A0050813","1","1H","2013-01-01T05:12:42.000","2013-01-01T05:13:14.000","2013-01-01T05:07:01.000","2013-01-01T05:07:02.000","21","COMPLAINT OTHER","70116"
"023XX Painters St","GOA","GONE ON ARRIVAL","POINT (-90.04966008217532 29.981434083328345)",,,,,"3687224.00000000","541017.00000000","A0050913","5","2C","2013-01-01T05:13:12.000","2013-01-01T05:34:23.000","2013-01-01T05:06:03.000","2013-01-01T05:08:16.000","63","PROWLER","70117"
"019XX Eagle St","RTF","REPORT TO FOLLOW","POINT (-90.13024733308835 29.95715959749448)",,,,,"3661805.00000000","531913.00000000","A0051013","2","2B","2013-01-01T05:17:23.000","2013-01-01T06:19:56.000","2013-01-01T05:07:09.000","2013-01-01T05:11:24.000","103D","DOMESTIC DISTURBANCE","70118"
"3rd St & Magazine St","NAT","NECESSARY ACTION TAKEN","POINT (-90.08083091353461 29.927144283878437)",,,,,"3677572.00000000","521166.00000000","A0051113","6","1C","2013-01-01T05:19:31.000","2013-01-01T06:29:33.000","2013-01-01T05:02:02.000","2013-01-01T05:09:34.000","103","DISTURBANCE (OTHER)","70130"
"010XX 3rd St","DUP","DUPLICATE","POINT (-90.08027698741218 29.926503757804312)",,,,,"3677750.00000000","520935.00000000","A0051213","6","2C",,"2013-01-01T05:14:40.000","2013-01-01T05:07:49.000",,"103","DISTURBANCE (OTHER)","70130"
"Canal St Exit & I-10 W","RTF","REPORT TO FOLLOW","POINT (-90.07870100212702 29.958196216269652)",,,,,"3678123.00000000","532465.00000000","A0051313","1","2C","2013-01-01T05:26:59.000","2013-01-01T06:01:56.000","2013-01-01T05:12:38.000","2013-01-01T05:18:54.000","20","AUTO ACCIDENT","70112"
"024XX Saint Philip St","NAT","NECESSARY ACTION TAKEN","POINT (-90.07774282549958 29.97084528179969)",,,,,"3678376.00000000","537068.00000000","A0051413","1","1C","2013-01-01T05:40:57.000","2013-01-01T05:55:39.000","2013-01-01T05:13:40.000","2013-01-01T05:17:17.000","103","DISTURBANCE (OTHER)","70119"
"020XX Franklin Ave","RTF","REPORT TO FOLLOW","POINT (-90.04815005669144 29.97825410674632)",,,,,"3687715.00000000","539866.00000000","A0051513","5","2B","2013-01-01T05:25:49.000","2013-01-01T06:47:41.000","2013-01-01T05:12:07.000","2013-01-01T05:20:02.000","35D","SIMPLE BATTERY DOMES","70117"
"Airline Hwy & Palmetto Exit","UNF","UNFOUNDED","POINT (-90.1202272469236 29.971669993760266)",,,,,"3664922.00000000","537223.00000000","A0051613","3","1C","2013-01-01T07:29:44.000","2013-01-01T07:48:11.000","2013-01-01T05:14:21.000","2013-01-01T07:07:47.000","20","AUTO ACCIDENT","70118"
"006XX Bourbon St","RTF","REPORT TO FOLLOW","POINT (-90.06629127670833 29.95781881107571)",,,,,"3682054.00000000","532371.00000000","A0051713","8","1D",,"2013-01-01T06:44:56.000","2013-01-01T05:17:41.000","2013-01-01T05:17:45.000","35","SIMPLE BATTERY","70112"
"Bayou Rd & N Claiborne Ave","RTF","REPORT TO FOLLOW","POINT (-90.06970612750794 29.968466620051295)",,,,,"3680930.00000000","536231.00000000","A0051813","1","1B","2013-01-01T05:17:57.000","2013-01-01T06:57:53.000","2013-01-01T05:17:47.000","2013-01-01T05:17:47.000","65","SIMPLE ROBBERY","70116"
"Canal St & I-10 W","DUP","DUPLICATE","POINT (-90.07796403504798 29.959038935252977)",,,,,"3678353.00000000","532774.00000000","A0051913","1","2C","2013-01-01T05:51:39.000","2013-01-01T05:51:58.000","2013-01-01T05:18:13.000","2013-01-01T05:40:46.000","20","AUTO ACCIDENT","70112"
"S Claiborne Ave & I-10 W","DUP","DUPLICATE","POINT (-90.08143323623305 29.955389746407462)",,,,,"3677269.00000000","531435.00000000","A0052013","1","2B",,"2013-01-01T05:24:10.000","2013-01-01T05:18:30.000",,"20I","AUTO ACCIDENT WITH I","70112"
"028XX Gentilly Blvd","NAT","NECESSARY ACTION TAKEN","POINT (-90.06341135332977 29.99501765369702)",,,,,"3682816.00000000","545908.00000000","A0052113","3","1H","2013-01-01T05:34:45.000","2013-01-01T05:59:23.000","2013-01-01T05:22:47.000","2013-01-01T05:25:33.000","21","COMPLAINT OTHER","70122"
"Convention Center Blvd & Poydras","NAT","NECESSARY ACTION TAKEN","POINT (-90.06466746476866 29.948175422512332)",,,,,"3682607.00000000","528870.00000000","A0052213","8","1C","2013-01-01T05:25:55.000","2013-01-01T05:26:59.000","2013-01-01T05:25:48.000","2013-01-01T05:25:51.000","21","COMPLAINT OTHER","70130"
"009XX Canal St","RTF","REPORT TO FOLLOW","POINT (-90.07092291119531 29.95467608242397)",,,,,"3680600.00000000","531212.00000000","A0052313","8","1D","2013-01-01T05:51:14.000","2013-01-01T06:21:54.000","2013-01-01T05:27:52.000","2013-01-01T05:27:56.000","35","SIMPLE BATTERY","70112"
"014XX Audubon St","VOI","VOID","POINT (-90.12075433924474 29.94363603816926)",,,,,"3664863.00000000","527027.00000000","A0052413","2","1A",,"2013-01-01T05:32:00.000","2013-01-01T05:25:35.000",,"103","DISTURBANCE (OTHER)","70118"
"037XX Tulane Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.1015624737181 29.966640156609103)",,,,,"3670851.00000000","535457.00000000","A0052513","1","1H","2013-01-01T06:03:21.000","2013-01-01T06:46:35.000","2013-01-01T05:29:01.000","2013-01-01T05:29:02.000","21","COMPLAINT OTHER","70119"
"101XX Dwyer Rd","NAT","NECESSARY ACTION TAKEN","POINT (-89.9678695195608 30.027220793626917)",,,,,"3712918.00000000","557966.00000000","A0052613","7","1A","2013-01-01T07:31:57.000","2013-01-01T07:43:27.000","2013-01-01T05:28:18.000","2013-01-01T05:46:47.000","58","RETURN FOR ADD'L INF","70127"
"042XX Encampment St","NAT","NECESSARY ACTION TAKEN","POINT (-90.08320590490165 29.999670334876225)",,,,,"3676532.00000000","547531.00000000","A0052713","3","1H","2013-01-01T07:06:33.000","2013-01-01T07:07:37.000","2013-01-01T05:28:50.000","2013-01-01T07:03:15.000","21","COMPLAINT OTHER","70122"
"004XX Dauphine St","GOA","GONE ON ARRIVAL","POINT (-90.06841166366632 29.95721771190028)",,,,,"3681385.00000000","532145.00000000","A0052813","8","1C","2013-01-01T07:32:20.000","2013-01-01T07:37:41.000","2013-01-01T05:29:35.000","2013-01-01T07:29:35.000","103","DISTURBANCE (OTHER)","70112"
"006XX Bourbon St","RTF","REPORT TO FOLLOW","POINT (-90.06629127670833 29.95781881107571)",,,,,"3682054.00000000","532371.00000000","A0052913","8","1H","2013-01-01T05:55:11.000","2013-01-01T06:27:28.000","2013-01-01T05:31:35.000","2013-01-01T05:31:39.000","21","COMPLAINT OTHER","70112"
"026XX Arts St","NAT","NECESSARY ACTION TAKEN","POINT (-90.05114793973871 29.98438007513602)",,,,,"3686741.00000000","542083.00000000","A0053013","5","2C","2013-01-01T05:35:02.000","2013-01-01T05:37:38.000","2013-01-01T05:30:41.000","2013-01-01T05:34:43.000","62A","BURGLAR ALARM, SILEN","70117"
"020XX Lakeshore Dr","VOI","VOID","POINT (-90.06578661147944 30.03160144249739)",,,,,"3681917.00000000","559203.00000000","A0053113","3","2B",,"2013-01-01T06:40:44.000","2013-01-01T05:31:19.000",,"107","SUSPICIOUS PERSON","70122"
"Saint Joseph St & Tchoupitoulas","NAT","NECESSARY ACTION TAKEN","POINT (-90.06756434139953 29.94335232269566)",,,,,"3681709.00000000","527106.00000000","A0053213","8","1H","2013-01-01T05:42:59.000","2013-01-01T05:43:09.000","2013-01-01T05:32:40.000","2013-01-01T05:32:42.000","21","COMPLAINT OTHER","70130"
"007XX Saint Philip St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06271843577692 29.960627856331225)",,,,,"3683174.00000000","533405.00000000","A0053413","8","2C","2013-01-01T06:02:19.000","2013-01-01T06:28:51.000","2013-01-01T05:32:05.000","2013-01-01T05:50:42.000","62A","BURGLAR ALARM, SILEN","70116"
"Downman Rd & Hayne Blvd","RTF","REPORT TO FOLLOW","POINT (-90.02697158399728 30.032693346174806)",,,,,"3694194.00000000","559738.00000000","A0053513","3","1E","2013-01-01T08:15:46.000","2013-01-01T08:52:36.000","2013-01-01T05:30:44.000","2013-01-01T07:49:06.000","100","HIT & RUN","70126"
"Bourbon St & Iberville St","NAT","NECESSARY ACTION TAKEN","POINT (-0.0000022929847665 0.0000009235500543)",,,,,"37369000","3513814","A0053613","0","2B",,"2013-01-01T05:53:39.000","2013-01-01T05:36:30.000","2013-01-01T05:36:32.000","24","MEDICAL","70112"
"013XX Canal St","NAT","NECESSARY ACTION TAKEN","POINT (-90.0741791744061 29.956398529167178)",,,,,"3679562.00000000","531827.00000000","A0053813","8","1A","2013-01-01T08:02:28.000","2013-01-01T08:06:30.000","2013-01-01T05:33:47.000","2013-01-01T07:36:12.000","21","COMPLAINT OTHER","70112"
"Earhart Blvd & Washington Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.10383571108046 29.956964969243405)",,,,,"3670169.00000000","531931.00000000","A0053913","2","2H","2013-01-01T05:47:39.000","2013-01-01T06:57:58.000","2013-01-01T05:38:02.000","2013-01-01T05:41:28.000","21","COMPLAINT OTHER","70125"
"Annunciation St & Lyons St","DUP","DUPLICATE","POINT (-90.10691649882926 29.9175175722985)",,,,,"3669347.00000000","517576.00000000","A0054013","2","2B",,"2013-01-01T05:49:44.000","2013-01-01T05:40:35.000","2013-01-01T05:42:45.000","34C","AGGRAVATED BATTERY B","70115"
"038XX Saint Claude Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.03707477219093 29.965910752495567)",,,,,"3691272.00000000","535417.00000000","A0054113","5","1H",,"2013-01-01T05:57:33.000","2013-01-01T05:41:38.000","2013-01-01T05:41:39.000","21","COMPLAINT OTHER","70117"
"048XX Annunciation St","RTF","REPORT TO FOLLOW","POINT (-90.10584303611363 29.917529559065038)",,,,,"3669687.00000000","517584.00000000","A0054213","2","2B","2013-01-01T05:48:35.000","2013-01-01T10:39:23.000","2013-01-01T05:41:36.000","2013-01-01T05:43:13.000","34C","AGGRAVATED BATTERY B","70115"
"021XX Poland Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.02951600426853 29.9753978334429)",,,,,"3693626.00000000","538894.00000000","A0054313","5","1H","2013-01-01T05:44:34.000","2013-01-01T06:32:59.000","2013-01-01T05:42:21.000","2013-01-01T05:42:22.000","21","COMPLAINT OTHER","70117"
"026XX N Robertson St","NAT","NECESSARY ACTION TAKEN","POINT (-90.04890807450154 29.972863269105996)",,,,,"3687497.00000000","537903.00000000","A0054413","5","1H","2013-01-01T05:44:30.000","2013-01-01T05:57:38.000","2013-01-01T05:44:28.000","2013-01-01T05:44:28.000","21","COMPLAINT OTHER","70117"
"Bourbon St & Saint Ann St","RTF","REPORT TO FOLLOW","POINT (-90.06487105274557 29.959485375763993)",,,,,"3682497.00000000","532982.00000000","A0054513","8","1D","2013-01-01T06:17:28.000","2013-01-01T10:28:30.000","2013-01-01T05:44:05.000","2013-01-01T06:16:16.000","35","SIMPLE BATTERY","70116"
"013XX S Broad St","NAT","NECESSARY ACTION TAKEN","POINT (-90.09772349698034 29.953250232514407)",,,,,"3672119.00000000","530601.00000000","A0054613","6","2C",,"2013-01-01T05:46:39.000","2013-01-01T05:44:59.000","2013-01-01T05:46:36.000","62A","BURGLAR ALARM, SILEN","70125"
"Broad St Exit & I-610 W","NAT","NECESSARY ACTION TAKEN","POINT (-90.06702333196594 29.990963226482574)",,,,,"3681689.00000000","544421.00000000","A0054713","3","2H","2013-01-01T06:47:28.000","2013-01-01T08:03:38.000","2013-01-01T05:44:56.000","2013-01-01T06:37:04.000","18","TRAFFIC INCIDENT","70122"
"008XX Bourbon St","GOA","GONE ON ARRIVAL","POINT (-90.0648987734893 29.95954064288411)",,,,,"3682488.00000000","533002.00000000","A0054813","8","2B","2013-01-01T06:14:33.000","2013-01-01T06:17:18.000","2013-01-01T05:46:38.000","2013-01-01T06:02:51.000","103F","FIGHT","70116"
"120XX S I-10 Service Rd","NAT","NECESSARY ACTION TAKEN","POINT (-89.96002267890884 30.045099393818163)",,,,,"3715323.00000000","564497.00000000","A0054913","7","1H",,"2013-01-01T06:07:05.000","2013-01-01T05:49:08.000","2013-01-01T05:49:10.000","21","COMPLAINT OTHER","70128"
"004XX Bourbon St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06766883413155 29.95627557056932)",,,,,"3681624.00000000","531805.00000000","A0055013","8","1H",,"2013-01-01T06:16:52.000","2013-01-01T05:49:49.000","2013-01-01T05:49:53.000","21","COMPLAINT OTHER","70112"
"009XX Poydras St","UNF","UNFOUNDED","POINT (-90.07350732692338 29.95008085861513)",,,,,"3679800.00000000","529532.00000000","A0055113","8","1D","2013-01-01T07:45:19.000","2013-01-01T07:47:03.000","2013-01-01T05:47:22.000","2013-01-01T07:44:42.000","35","SIMPLE BATTERY","70113"
"Banks St & S Rendon St","NAT","NECESSARY ACTION TAKEN","POINT (-90.09526491268988 29.966622310926223)",,,,,"3672845.00000000","535472.00000000","A0055213","1","1H","2013-01-01T06:03:35.000","2013-01-01T06:03:39.000","2013-01-01T05:47:38.000","2013-01-01T05:50:43.000","21","COMPLAINT OTHER","70119"
